# GRID = {'r': [1.0, 1.02, 1.04, 1.06, 1.08, 1.1, 1.12, 1.14, 1.16, 1.18, 1.2, 1.22, 1.24, 1.26, 1.28, 1.3, 1.32, 1.34, 1.36, 1.38, 1.4, 1.42, 1.44, 1.46, 1.48, 1.5, 1.52, 1.54, 1.56, 1.58, 1.6, 1.62, 1.64, 1.66, 1.68, 1.7, 1.72, 1.74, 1.76, 1.78, 1.8, 1.82, 1.84, 1.86, 1.88, 1.9, 1.92, 1.94, 1.96, 1.98, 2.0], 'allow_forced_l_in_cd': [True], 'eta': [0.0], 'sigma': [0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35]}
# BASE = Params(Lsize=50, T=50000, fc=0.5, fd=0.5, fL=None, pi0=10.0, r=1.6, sigma=0.25, alpha=1.0, gamma=70.0, beta=0.1, Min_Res=-10000.0, kappa=1, learn_signal='hybrid', seed=0, allow_forced_l_in_cd=False, update_rule='best_imitation_logit', eta=0.5, scale_low=0.0, scale_high=1.0, scale_eps=1e-09)
# REPLICAS = 50, T = 50000
allow_forced_l_in_cd,eta,r,sigma,frac_C_mean,frac_D_mean,frac_L_mean,avg_res_mean,gini_mean,sum_res_mean,cum_sigma_mean,cum_output_mean,net_output_mean,cum_sigma_hat_mean,cum_output_hat_mean,net_output_hat_mean
True,0.0,1.18,0.35,0.9249839999999999,0.075016,0.0,93.65998527999993,0.019400626225666254,234149.96319999988,47.403999999999996,467466480.90434676,467466433.50034684,3.7923199999999994e-07,3.7397318472347747,3.7397314680027747
True,0.0,1.18,0.33,0.9249679999999999,0.075032,0.0,93.65948703999995,0.019403979342093307,234148.71759999992,44.352,467459564.1299686,467459519.7779686,3.5481599999999994e-07,3.7396765130397482,3.7396761582237485
True,0.0,1.2,0.25,0.92464,0.07536000000000001,0.0,93.68818239999995,0.019258629359508186,234220.45599999986,26.7,467875494.6799853,467875467.9799853,2.1360000000000003e-07,3.7430039574398823,3.7430037438398824
True,0.0,1.2,0.35,0.9246080000000001,0.07539200000000001,0.0,93.68714559999995,0.019268104844419626,234217.86399999988,51.71599999999999,467861078.6240001,467861026.9080001,4.13728e-07,3.7428886289920005,3.742888215264001
True,0.0,1.2,0.28,0.924624,0.075376,0.0,93.68769279999995,0.019260643636750563,234219.23199999987,32.278400000000005,467868683.09597725,467868650.8175773,2.5822720000000006e-07,3.7429494647678183,3.7429492065406187
True,0.0,1.2,0.26,0.924624,0.075376,0.0,93.68769279999995,0.019260643636750563,234219.23199999987,30.076800000000002,467868683.32797724,467868653.2511774,2.406144e-07,3.7429494666238186,3.7429492260094186
True,0.0,1.2,0.34,0.9246560000000001,0.07534400000000001,0.0,93.68867199999995,0.019256280662444798,234221.67999999985,49.966400000000014,467882267.1360004,467882217.16960037,3.997312e-07,3.7430581370880027,3.7430577373568026
True,0.0,1.2,0.29,0.924624,0.075376,0.0,93.68769279999995,0.019260643636750563,234219.23199999987,33.4312,467868683.10397726,467868649.67277735,2.674496e-07,3.7429494648318182,3.7429491973822184
True,0.0,1.2,0.32,0.9246560000000001,0.07534400000000001,0.0,93.68867199999995,0.019255713189739912,234221.67999999985,46.71999999999999,467882267.9920003,467882221.2720004,3.7376e-07,3.743058143936003,3.7430577701760024
True,0.0,1.2,0.27,0.924624,0.075376,0.0,93.68769279999995,0.019260643636750563,234219.23199999987,31.27680000000001,467868683.45597726,467868652.17917734,2.502144000000001e-07,3.742949467647818,3.7429492174334182
True,0.0,1.2,0.33,0.9246560000000001,0.07534400000000001,0.0,93.68867199999995,0.019255713189739912,234221.67999999985,48.18,467882268.0400003,467882219.8600003,3.8544000000000004e-07,3.743058144320003,3.743057758880002
True,0.0,1.2,0.31,0.9246560000000001,0.07534400000000001,0.0,93.68867199999995,0.019255713189739912,234221.67999999985,45.2104,467882268.0160004,467882222.80560035,3.6168320000000006e-07,3.7430581441280033,3.743057782444802
True,0.0,1.2,0.3,0.9246080000000001,0.075392,0.0,93.68720319999994,0.019264570319819294,234218.00799999986,39.288,467861889.65599257,467861850.36799276,3.14304e-07,3.7428951172479414,3.7428948029439413
True,0.0,1.22,0.3,0.9243680000000001,0.075632,0.0,93.71972863999996,0.019075617389929075,234299.32159999994,37.992,468325219.395643,468325181.403643,3.03936e-07,3.7466017551651447,3.746601451229145
True,0.0,1.22,0.26,0.924384,0.075616,0.0,93.72020959999996,0.01907211092096346,234300.52399999992,32.76,468331895.456847,468331862.696847,2.6208000000000003e-07,3.7466551636547765,3.746654901574776
True,0.0,1.22,0.27,0.924384,0.075616,0.0,93.72020959999996,0.01907211092096346,234300.52399999992,34.04160000000001,468331895.43244696,468331861.390847,2.723328e-07,3.7466551634595766,3.7466548911267763
True,0.0,1.22,0.29,0.9243680000000001,0.075632,0.0,93.71972863999996,0.019075617389929075,234299.32159999994,36.60959999999999,468325219.45124304,468325182.8416431,2.928768e-07,3.7466017556099445,3.7466014627331448
True,0.0,1.22,0.35,0.9244160000000001,0.075584,0.0,93.72117151999996,0.01906662768568814,234302.9287999999,57.008,468345238.0020506,468345180.9940506,4.56064e-07,3.746761904016404,3.7467614479524047
True,0.0,1.22,0.33,0.9243840000000002,0.075616,0.0,93.72020959999996,0.019072824833218517,234300.52399999992,53.328,468331885.51444894,468331832.18644905,4.26624e-07,3.746655084115592,3.746654657491592
True,0.0,1.22,0.34,0.9243840000000002,0.075616,0.0,93.72020959999996,0.019073382455544102,234300.52399999992,55.1344,468331884.79644895,468331829.6620491,4.410752e-07,3.7466550783715915,3.746654637296392
True,0.0,1.22,0.31,0.9243840000000002,0.075616,0.0,93.72020959999996,0.019072824833218517,234300.52399999992,50.0216,468331887.628049,468331837.60644907,4.001728e-07,3.746655101024392,3.7466547008515927
True,0.0,1.22,0.28,0.924384,0.075616,0.0,93.72020959999996,0.01907211092096346,234300.52399999992,35.3248,468331895.294847,468331859.97004706,2.825984000000001e-07,3.7466551623587763,3.746654879760376
True,0.0,1.22,0.25,0.9244,0.0756,0.0,93.72069055999997,0.019070258549001056,234301.7263999999,29.94,468338579.0340342,468338549.0940342,2.3952e-07,3.7467086322722736,3.7467083927522737
True,0.0,1.22,0.32,0.9243840000000002,0.075616,0.0,93.72020959999996,0.019072824833218517,234300.52399999992,51.7888,468331887.554849,468331835.766049,4.143104e-07,3.746655100438792,3.746654686128392
True,0.0,1.24,0.3,0.9246479999999999,0.075352,0.0,93.76869759999994,0.018794707400696296,234421.74399999986,41.303999999999995,469001524.0335712,469001482.7295711,3.3043200000000003e-07,3.7520121922685687,3.7520118618365697
True,0.0,1.24,0.28,0.9246480000000001,0.075352,0.0,93.76869759999994,0.018794284682263677,234421.74399999986,38.8864,469001522.04077125,469001483.1543712,3.1109120000000003e-07,3.7520121763261693,3.7520118652349703
True,0.0,1.24,0.26,0.9246480000000001,0.075352,0.0,93.76869759999994,0.018794284682263677,234421.74399999986,36.0464,469001522.2391712,469001486.1927712,2.8837120000000005e-07,3.7520121779133695,3.75201188954217
True,0.0,1.24,0.32,0.924632,0.075368,0.0,93.76822527999994,0.01879913469812843,234420.56319999986,57.5744,468994960.960771,468994903.386371,4.605952e-07,3.7519596876861683,3.7519592270909685
True,0.0,1.24,0.25,0.924664,0.07533600000000001,0.0,93.76916991999995,0.01879116755633937,234422.92479999986,33.16,469008084.9535734,469008051.7935734,2.6527999999999995e-07,3.752064679628587,3.7520644143485873
True,0.0,1.24,0.29,0.924632,0.075368,0.0,93.76822527999995,0.018797730531786048,234420.5631999999,40.298399999999994,468994966.1295695,468994925.8311694,3.2238719999999997e-07,3.7519597290365554,3.7519594066493562
True,0.0,1.24,0.31,0.924616,0.075384,0.0,93.76775295999994,0.01880119831220555,234419.38239999991,49.228,468988416.64476794,468988367.41676784,3.9382399999999997e-07,3.7519073331581425,3.7519069393341424
True,0.0,1.24,0.33,0.924632,0.075368,0.0,93.76822527999994,0.01879913469812843,234420.56319999986,58.97760000000001,468994961.487171,468994902.5095709,4.7182080000000004e-07,3.7519596918973677,3.751959220076568
True,0.0,1.24,0.34,0.924632,0.075368,0.0,93.76822527999994,0.018798544998004714,234420.56319999986,61.2544,468994959.835971,468994898.581571,4.900352e-07,3.751959678687768,3.751959188652569
True,0.0,1.24,0.27,0.9246480000000001,0.075352,0.0,93.76869759999994,0.018794284682263677,234421.74399999986,37.4544,469001522.16477126,469001484.7103713,2.9963519999999995e-07,3.7520121773181696,3.7520118776829703
True,0.0,1.24,0.35,0.9246560000000001,0.07534400000000001,0.0,93.76898559999994,0.0187931859296156,234422.46399999986,63.44799999999999,469005509.8719733,469005446.42397326,5.075839999999999e-07,3.752044078975786,3.7520435713917863
True,0.0,1.26,0.25,0.925296,0.07470400000000002,0.0,93.82804527999996,0.018419786121272933,234570.1131999999,33.14,469825394.19274026,469825361.0527403,2.6512000000000003e-07,3.758603153541922,3.7586028884219225
True,0.0,1.26,0.26,0.9253520000000001,0.074648,0.0,93.82972431999995,0.01840691918190248,234574.31079999992,35.630399999999995,469848700.1891426,469848664.5587427,2.8504320000000003e-07,3.7587896015131412,3.758789316469941
True,0.0,1.26,0.28,0.9253520000000001,0.074648,0.0,93.82972431999995,0.01840691918190248,234574.31079999992,38.43840000000001,469848699.87794256,469848661.4395427,3.0750720000000004e-07,3.758789599023541,3.758789291516341
True,0.0,1.26,0.27,0.9253520000000001,0.074648,0.0,93.82972431999995,0.01840691918190248,234574.31079999992,36.9792,469848700.21434265,469848663.2351426,2.958336e-07,3.7587896017147413,3.758789305881141
True,0.0,1.26,0.3,0.925368,0.07463200000000002,0.0,93.83018799999995,0.018401985140595666,234575.4699999999,40.752,469855138.978741,469855098.226741,3.2601600000000005e-07,3.758841111829928,3.758840785813928
True,0.0,1.26,0.31,0.925368,0.07463200000000002,0.0,93.83018799999995,0.018401985140595666,234575.4699999999,42.30879999999999,469855138.786341,469855096.47754097,3.384704e-07,3.758841110290728,3.758840771820328
True,0.0,1.26,0.32,0.925368,0.074632,0.0,93.83018799999995,0.018405496541704234,234575.4699999999,56.422399999999996,469855132.0539507,469855075.6315507,4.5137919999999997e-07,3.758841056431606,3.7588406050524052
True,0.0,1.26,0.33,0.9253999999999999,0.07460000000000001,0.0,93.83111535999996,0.018399374045229042,234577.78839999993,58.21200000000001,469868004.6603489,469867946.44834894,4.656960000000001e-07,3.7589440372827907,3.7589435715867903
True,0.0,1.26,0.35,0.925448,0.07455200000000001,0.0,93.83250639999994,0.018389549893051683,234581.26599999995,62.495999999999995,469887307.12955165,469887244.63355166,4.999679999999999e-07,3.759098457036413,3.759097957068412
True,0.0,1.26,0.29,0.925368,0.07463200000000002,0.0,93.83018799999995,0.01840251965333894,234575.4699999999,39.6256,469855139.005541,469855099.37994105,3.170048e-07,3.758841112044328,3.758840795039528
True,0.0,1.26,0.34,0.925416,0.07458400000000001,0.0,93.83157903999997,0.018395856572183202,234578.9475999999,60.4384,469874440.77314705,469874380.33474714,4.835072e-07,3.7589955261851764,3.758995042677977
True,0.0,1.28,0.28,0.924992,0.075008,0.0,93.85798815999995,0.01827096214391177,234644.9703999999,41.88800000000001,470262445.74717253,470262403.8591725,3.3510400000000003e-07,3.762099565977381,3.762099230873381
True,0.0,1.28,0.3,0.924992,0.075008,0.0,93.85798815999995,0.018270438343531814,234644.9703999999,44.663999999999994,470262445.8207725,470262401.15677255,3.5731200000000007e-07,3.7620995665661807,3.7620992092541803
True,0.0,1.28,0.31,0.924984,0.075016,0.0,93.85774047999996,0.018272720943736265,234644.3511999999,46.25199999999999,470259009.9583746,470258963.70637476,3.700160000000001e-07,3.762072079666998,3.7620717096509977
True,0.0,1.28,0.29,0.924992,0.075008,0.0,93.85798815999995,0.01827096214391177,234644.9703999999,43.453599999999994,470262445.6415726,470262402.18797255,3.476288e-07,3.762099565132581,3.7620992175037804
True,0.0,1.28,0.26,0.924976,0.07502400000000001,0.0,93.85753311999997,0.018274356992711464,234643.83279999986,38.99999999999999,470256129.6351765,470256090.63517654,3.1200000000000004e-07,3.762049037081413,3.7620487250814123
True,0.0,1.28,0.34,0.9250160000000001,0.074984,0.0,93.85865055999994,0.018266057801049614,234646.62639999986,65.1984,470271637.4703563,470271572.27195626,5.215872000000001e-07,3.76217309976285,3.7621725781756497
True,0.0,1.28,0.25,0.924936,0.075064,0.0,93.85633503999996,0.01828490275098086,234640.8375999999,35.86,470239502.32475924,470239466.46475923,2.8688000000000004e-07,3.7619160185980745,3.7619157317180747
True,0.0,1.28,0.32,0.924928,0.075072,0.0,93.85612767999996,0.01828528826907819,234640.31919999988,54.1696,470236621.9503593,470236567.78075933,4.333568e-07,3.7618929756028745,3.7618925422460747
True,0.0,1.28,0.27,0.924992,0.075008,0.0,93.85798815999995,0.01827096214391177,234644.9703999999,40.348800000000004,470262445.9295725,470262405.5807726,3.227904000000001e-07,3.7620995674365805,3.762099244646181
True,0.0,1.28,0.35,0.9250160000000001,0.074984,0.0,93.85865055999994,0.018266057801049614,234646.62639999986,67.228,470271637.39355624,470271570.1655563,5.378239999999999e-07,3.76217309914845,3.76217256132445
True,0.0,1.28,0.33,0.9249920000000001,0.075008,0.0,93.85794783999997,0.01827145647784734,234644.86959999986,63.016799999999996,470261887.4879624,470261824.4711625,5.041343999999999e-07,3.7620950999036995,3.7620945957692995
True,0.0,1.3,0.26,0.9250959999999999,0.074904,0.0,93.90201919999996,0.01801434059470601,234755.0479999999,39.5824,470858662.2800071,470858622.6976072,3.166592e-07,3.766869298240057,3.7668689815808567
True,0.0,1.3,0.29,0.9250959999999999,0.074904,0.0,93.90201919999996,0.01801434059470601,234755.0479999999,44.219199999999994,470858661.9360071,470858617.7168071,3.5375360000000004e-07,3.7668692954880565,3.7668689417344567
True,0.0,1.3,0.27,0.9250959999999999,0.074904,0.0,93.90201919999996,0.01801434059470601,234755.0479999999,40.9968,470858662.46200716,470858621.46520716,3.279744e-07,3.7668692996960567,3.766868971721657
True,0.0,1.3,0.33,0.925056,0.07494400000000001,0.0,93.90088159999996,0.018022729118515858,234752.2039999999,64.7328,470842872.4799914,470842807.74719137,5.178624e-07,3.7667429798399312,3.766742461977531
True,0.0,1.3,0.3,0.9250959999999999,0.074904,0.0,93.90201919999996,0.01801434059470601,234755.0479999999,45.576,470858665.20800704,470858619.63200706,3.646079999999999e-07,3.7668693216640565,3.766868957056057
True,0.0,1.3,0.28,0.9250959999999999,0.074904,0.0,93.90201919999996,0.01801434059470601,234755.0479999999,42.6272,470858662.2000071,470858619.572807,3.4101760000000005e-07,3.766869297600057,3.766868956582457
True,0.0,1.3,0.34,0.925024,0.07497600000000001,0.0,93.89998879999996,0.018028487616252288,234749.97199999992,67.2656,470830476.30597556,470830409.04037565,5.381248000000002e-07,3.7666438104478055,3.7666432723230048
True,0.0,1.3,0.31,0.9250879999999999,0.074912,0.0,93.90177439999997,0.018016596567084243,234754.4359999999,46.971199999999996,470855269.52199125,470855222.55079126,3.757696e-07,3.7668421561759304,3.76684178040633
True,0.0,1.3,0.25,0.9250400000000001,0.07496,0.0,93.90039199999997,0.0180284582607556,234750.97999999992,36.64,470836073.3879992,470836036.7479992,2.9312e-07,3.766688587103994,3.766688293983994
True,0.0,1.3,0.32,0.925072,0.07492800000000001,0.0,93.90132799999996,0.018019848273036203,234753.31999999992,48.87040000000001,470849068.4679911,470849019.5975911,3.909632e-07,3.766792547743929,3.7667921567807285
True,0.0,1.3,0.35,0.925024,0.07497600000000001,0.0,93.89998879999996,0.018028487616252288,234749.97199999992,69.384,470830476.1499756,470830406.76597565,5.550720000000001e-07,3.7666438091998056,3.766643254127805
True,0.0,1.32,0.25,0.9250799999999999,0.07491999999999999,0.0,93.94110559999996,0.01779850634060407,234852.76399999988,37.16,471410128.52161825,471410091.3616183,2.9728e-07,3.7712810281729463,3.7712807308929466
True,0.0,1.32,0.3,0.925136,0.074864,0.0,93.94266079999996,0.017786440882178504,234856.65199999989,46.44,471431713.0592423,471431666.61924225,3.715200000000001e-07,3.771453704473939,3.7714533329539393
True,0.0,1.32,0.28,0.925136,0.074864,0.0,93.94266079999996,0.017786719169833928,234856.65199999989,43.456,471431711.3440423,471431667.8880422,3.47648e-07,3.7714536907523386,3.771453343104339
True,0.0,1.32,0.27,0.925136,0.074864,0.0,93.94266079999996,0.017786719169833928,234856.65199999989,41.81760000000001,471431711.6496422,471431669.83204234,3.345408e-07,3.7714536931971385,3.771453358656339
True,0.0,1.32,0.31,0.9251199999999998,0.07488,0.0,93.94222303999996,0.017789717633577683,234855.55759999985,47.76480000000001,471425636.02164614,471425588.2568462,3.821184e-07,3.7714050881731693,3.7714047060547693
True,0.0,1.32,0.26,0.925136,0.074864,0.0,93.94266079999996,0.017786719169833928,234856.65199999989,40.28960000000001,471431711.7296423,471431671.4400423,3.2231680000000003e-07,3.7714536938371386,3.771453371520339
True,0.0,1.32,0.35,0.9250879999999999,0.074912,0.0,93.94130143999998,0.01779545718918157,234853.25359999988,72.32399999999998,471412826.281636,471412753.95763594,5.78592e-07,3.771302610253088,3.7713020316610883
True,0.0,1.32,0.29,0.925136,0.074864,0.0,93.94266079999996,0.017786719169833928,234856.65199999989,45.007999999999996,471431711.2912423,471431666.2832423,3.60064e-07,3.7714536903299387,3.771453330265939
True,0.0,1.32,0.34,0.9250879999999999,0.074912,0.0,93.94130143999998,0.01779545718918157,234853.25359999988,69.90400000000001,471412826.65203595,471412756.74803597,5.592320000000001e-07,3.7713026132162883,3.771302053984288
True,0.0,1.32,0.32,0.9251199999999998,0.07488,0.0,93.94222303999996,0.017789717633577683,234855.55759999985,49.356800000000014,471425635.6920461,471425586.3352462,3.9485440000000004e-07,3.7714050855363688,3.77140469068197
True,0.0,1.32,0.33,0.9251199999999998,0.07488,0.0,93.94222303999997,0.017788868465246622,234855.55759999985,58.343999999999994,471425629.0840204,471425570.7400204,4.6675199999999997e-07,3.7714050326721633,3.771404565920163
True,0.0,1.34,0.25,0.40255199999999997,0.5974480000000001,0.0,75.98123844041277,0.04685774397086896,189953.09610103193,1824.78,228759012.56039992,228757187.78039992,1.459824e-05,1.8300721004831997,1.8300575022431993
True,0.0,1.34,0.26,0.40385600000000005,0.596144,0.0,75.99587075804864,0.04657901680431517,189989.67689512155,2294.510399999999,228791109.28999984,228788814.77959985,1.8356083199999995e-05,1.8303288743199986,1.8303105182367987
True,0.0,1.34,0.29,0.40028800000000003,0.5997119999999999,0.0,75.92335190287062,0.046588991540569384,189808.37975717656,2607.1,228826252.81520036,228823645.71520033,2.0856800000000003e-05,1.8306100225216022,1.8305891657216025
True,0.0,1.34,0.28,0.4052160000000001,0.594784,0.0,75.98734365490604,0.04657554457290048,189968.35913726516,2486.5791999999983,228809321.10040006,228806834.52120015,1.9892633599999986e-05,1.830474568803201,1.830454676169601
True,0.0,1.34,0.27,0.399832,0.600168,0.0,75.9255906436982,0.04622446925794216,189813.97660924552,2438.4671999999996,228817678.34599984,228815239.87879983,1.9507737599999997e-05,1.8305414267679987,1.8305219190303987
True,0.0,1.34,0.3,0.40035200000000004,0.599648,0.0,75.99845980760763,0.046014762433444135,189996.1495190191,2541.119999999999,228807529.05399993,228804987.9339999,2.0328959999999992e-05,1.8304602324319992,1.8304399034719996
True,0.0,1.34,0.31,0.40476,0.59524,0.0,75.98421504621884,0.046854087744229986,189960.5376155471,2671.158399999999,228810790.5815998,228808119.42319983,2.136926719999999e-05,1.8304863246527987,1.830464955385599
True,0.0,1.34,0.32,0.402504,0.597496,0.0,76.01075099916227,0.04680541056914101,190026.8774979057,2673.228800000001,228813748.8812,228811075.6524,2.1385830400000003e-05,1.8305099910495999,1.8304886052192004
True,0.0,1.34,0.33,0.40566399999999997,0.5943360000000001,0.0,75.90378259739622,0.047345158820295365,189759.4564934905,2752.5168,228807299.74920002,228804547.23240006,2.2020134400000006e-05,1.8304583979936,1.8304363778592003
True,0.0,1.34,0.34,0.401528,0.5984719999999999,0.0,76.04111545894817,0.046816960631049225,190102.7886473704,13468.950400000003,228777170.29279995,228763701.34239995,0.0001077516032,1.8302173623423994,1.8301096107391996
True,0.0,1.34,0.35,0.40035200000000004,0.599648,0.0,75.97757427889404,0.04661127531542718,189943.93569723514,13646.276000000003,228834558.29840022,228820912.0224002,0.00010917020799999998,1.8306764663872017,1.8305672961792019
True,0.0,1.36,0.25,0.395936,0.6040639999999999,0.0,75.93291554053441,0.04704572907714283,189832.28885133605,1925.98,229739225.67039964,229737299.69039962,1.540784e-05,1.8379138053631974,1.8378983975231973
True,0.0,1.36,0.28,0.39994399999999997,0.600056,0.0,76.09414804530827,0.04658791404634804,190235.37011327065,2405.244799999999,229725436.47839993,229723031.23359996,1.9241958399999988e-05,1.8378034918271995,1.8377842498687995
True,0.0,1.36,0.26,0.39684800000000003,0.603152,0.0,76.12652620742361,0.04611646027528404,190316.31551855907,2193.235199999999,229722521.76480037,229720328.52960032,1.7545881599999992e-05,1.837780174118403,1.8377626282368027
True,0.0,1.36,0.27,0.40165600000000007,0.598344,0.0,76.02440433553706,0.04665931128857888,190061.01083884266,2260.461599999999,229718295.76639992,229716035.30479994,1.8083692799999995e-05,1.8377463661311995,1.8377282824383994
True,0.0,1.36,0.29,0.40191199999999994,0.5980880000000001,0.0,75.94524265941494,0.047202557499327814,189863.10664853733,2490.1488,229712789.472,229710299.32319993,1.99211904e-05,1.8377023157759995,1.8376823945856
True,0.0,1.36,0.31,0.402928,0.597072,0.0,75.96216590622332,0.04731610232093666,189905.4147655583,2542.8431999999984,229736686.50719982,229734143.66399983,2.0342745599999994e-05,1.8378934920575984,1.8378731493119984
True,0.0,1.36,0.32,0.39611999999999997,0.6038800000000001,0.0,75.96889396432266,0.04705795751553547,189922.2349108066,2594.8672000000006,229705435.38239995,229702840.51519996,2.0758937600000006e-05,1.8376434830591994,1.8376227241215997
True,0.0,1.36,0.33,0.398936,0.601064,0.0,76.01346408206021,0.04697086041589877,190033.66020515052,2695.9680000000003,229743800.60000014,229741104.63200015,2.1567744000000004e-05,1.8379504048000013,1.8379288370560014
True,0.0,1.36,0.3,0.407704,0.5922959999999999,0.0,76.04028475206856,0.046865457851455385,190100.71188017138,2490.9839999999995,229729565.8351998,229727074.8511998,1.9927871999999993e-05,1.8378365266815984,1.8378165988095987
True,0.0,1.36,0.35,0.405704,0.594296,0.0,76.06668906722753,0.0466167478709634,190166.72266806883,15852.591999999999,229752704.05440027,229736851.46240032,0.00012682073599999997,1.8380216324352023,1.837894811699202
True,0.0,1.36,0.34,0.40336800000000006,0.5966319999999999,0.0,76.08785986039764,0.04683986628591127,190219.64965099416,5149.3679999999995,229723517.5264,229718368.1584,4.1194943999999995e-05,1.8377881402112004,1.8377469452672002
True,0.0,1.38,0.25,0.3986640000000001,0.601336,0.0,76.10673753444473,0.04651283142232582,190266.8438361118,1876.46,230679079.30639988,230677202.84639987,1.501168e-05,1.845432634451199,1.8454176227711991
True,0.0,1.38,0.27,0.39872,0.60128,0.0,76.15792495610275,0.046461509129087745,190394.81239025685,2249.2943999999993,230664525.59079957,230662276.29639956,1.7994355199999995e-05,1.8453162047263965,1.8452982103711966
True,0.0,1.38,0.26,0.399272,0.600728,0.0,76.15666400897027,0.04603085699617791,190391.66002242564,2226.7647999999995,230659312.29519996,230657085.5303999,1.7814118399999995e-05,1.8452744983615998,1.8452566842431997
True,0.0,1.38,0.3,0.39916799999999997,0.600832,0.0,76.16462204717168,0.046175491745201615,190411.5551179292,2536.1279999999992,230660868.54840004,230658332.42040002,2.0289024e-05,1.8452869483872005,1.8452666593632001
True,0.0,1.38,0.29,0.40309599999999995,0.596904,0.0,76.0331112318039,0.04710659613766725,190082.77807950974,2424.0056000000004,230662362.77920038,230659938.7736004,1.9392044799999996e-05,1.8452989022336033,1.8452795101888029
True,0.0,1.38,0.33,0.39891200000000004,0.601088,0.0,76.0858650099764,0.04691796961604182,190214.662524941,2692.641600000001,230683447.8628001,230680755.2212001,2.1541132800000007e-05,1.8454675829024003,1.8454460417696004
True,0.0,1.38,0.28,0.39978400000000003,0.600216,0.0,76.08219024112758,0.04686773768816074,190205.47560281891,2342.435199999999,230692416.23559976,230690073.8003997,1.873948159999999e-05,1.8455393298847977,1.8455205904031973
True,0.0,1.38,0.31,0.400032,0.5999680000000001,0.0,76.07949816378357,0.04669796580238125,190198.74540945896,2597.849599999999,230672780.46159974,230670182.61199975,2.078279679999999e-05,1.8453822436927978,1.8453614608959978
True,0.0,1.38,0.32,0.39449599999999996,0.6055039999999999,0.0,75.98816877767307,0.046982685404104475,189970.42194418274,2512.2816000000003,230662072.35439983,230659560.07279983,2.0098252800000005e-05,1.8452965788351987,1.845276480582399
True,0.0,1.38,0.34,0.40366399999999997,0.596336,0.0,76.1976302751506,0.0467305529626898,190494.0756878765,2825.807999999999,230662586.776,230659760.968,2.2606464e-05,1.8453006942080001,1.845278087744
True,0.0,1.38,0.35,0.396064,0.603936,0.0,76.05430605087368,0.047061621042573484,190135.76512718422,15799.616000000002,230648711.07839993,230632911.46239993,0.00012639692799999998,1.845189688627199,1.845063291699199
True,0.0,1.4,0.25,0.39664,0.60336,0.0,76.16260737593657,0.046872222068360926,190406.51843984146,1948.88,231658231.82399997,231656282.94399998,1.5591039999999996e-05,1.8532658545919996,1.8532502635519996
True,0.0,1.4,0.28,0.4007840000000001,0.5992159999999999,0.0,76.27600658254022,0.046398256445537224,190690.01645635054,2635.807999999999,231590793.01600003,231588157.20800006,2.1086463999999994e-05,1.8527263441280002,1.8527052576640002
True,0.0,1.4,0.29,0.39292,0.60708,0.0,76.18093428119158,0.04668874080807151,190452.33570297898,2688.5552000000002,231622551.072,231619862.51680002,2.1508441599999997e-05,1.852980408576,1.8529589001344005
True,0.0,1.4,0.26,0.401072,0.598928,0.0,76.11468909300082,0.04703423247649746,190286.72273250204,2346.9263999999994,231603879.77599987,231601532.84959984,1.8775411199999993e-05,1.8528310382079984,1.852812262796799
True,0.0,1.4,0.27,0.39305600000000007,0.6069439999999999,0.0,76.10999769216008,0.04687396131446244,190274.99423040022,2554.5455999999995,231621469.46800005,231618914.9224001,2.0436364799999994e-05,1.8529717557440006,1.8529513193792007
True,0.0,1.4,0.32,0.397432,0.602568,0.0,76.2747792344327,0.04575552271243744,190686.94808608174,2913.3312000000005,231618915.26400033,231616001.93280038,2.330664960000001e-05,1.8529513221120026,1.8529280154624026
True,0.0,1.4,0.3,0.4007279999999999,0.599272,0.0,76.26501590309718,0.04697666051102134,190662.53975774295,2767.296,231646726.5760002,231643959.28000018,2.2138367999999997e-05,1.8531738126080017,1.8531516742400018
True,0.0,1.4,0.33,0.391512,0.6084879999999999,0.0,76.03669581524896,0.046830179130333584,190091.7395381224,3010.339200000001,231623562.49199992,231620552.15279996,2.4082713600000004e-05,1.8529884999359996,1.8529644172223994
True,0.0,1.4,0.35,0.3971120000000001,0.602888,0.0,76.17312036711735,0.04678339546732875,190432.80091779333,5892.18,231617951.42400005,231612059.24400002,4.7137439999999996e-05,1.8529436113920006,1.8528964739520004
True,0.0,1.4,0.31,0.40082400000000007,0.599176,0.0,76.19683392699044,0.04660320160402197,190492.08481747608,2868.3431999999984,231598306.75199997,231595438.40879998,2.294674559999999e-05,1.8527864540159995,1.8527635072703996
True,0.0,1.4,0.34,0.39549600000000007,0.604504,0.0,76.27641306212416,0.046209899467809956,190691.03265531044,3063.672,231673534.0679997,231670470.39599964,2.4509375999999997e-05,1.8533882725439974,1.8533637631679973
True,0.0,1.42,0.25,0.39636000000000005,0.60364,0.0,76.16785380965072,0.04694564110660554,190419.63452412677,2021.5,232580794.59239975,232578773.09239975,1.6171999999999997e-05,1.8606463567391982,1.8606301847391977
