# GRID = {'r': [1.0, 1.02, 1.04, 1.06, 1.08, 1.1, 1.12, 1.14, 1.16, 1.18, 1.2, 1.22, 1.24, 1.26, 1.28, 1.3, 1.32, 1.34, 1.36, 1.38, 1.4, 1.42, 1.44, 1.46, 1.48, 1.5, 1.52, 1.54, 1.56, 1.58, 1.6, 1.62, 1.64, 1.66, 1.68, 1.7, 1.72, 1.74, 1.76, 1.78, 1.8, 1.82, 1.84, 1.86, 1.88, 1.9, 1.92, 1.94, 1.96, 1.98, 2.0], 'allow_forced_l_in_cd': [True], 'eta': [0.0], 'sigma': [0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35]}
# BASE = Params(Lsize=50, T=50000, fc=0.5, fd=0.5, fL=None, pi0=10.0, r=1.6, sigma=0.25, alpha=1.0, gamma=70.0, beta=0.1, Min_Res=-10000.0, kappa=1, learn_signal='hybrid', seed=0, allow_forced_l_in_cd=False, update_rule='best_imitation_logit', eta=0.5, scale_low=0.0, scale_high=1.0, scale_eps=1e-09)
# REPLICAS = 50, T = 50000
allow_forced_l_in_cd,eta,r,sigma,frac_C_mean,frac_D_mean,frac_L_mean,avg_res_mean,gini_mean,sum_res_mean,cum_sigma_mean,cum_output_mean,net_output_mean,cum_sigma_hat_mean,cum_output_hat_mean,net_output_hat_mean
True,0.0,1.06,0.26,0.9264880000000001,0.073512,0.0,93.47054959999996,0.02043939463461717,233676.37399999992,14.8304,464837764.5819974,464837749.75159746,1.1864319999999998e-07,3.7187021166559795,3.7187019980127793
True,0.0,1.06,0.35,0.9264880000000001,0.073512,0.0,93.47054959999997,0.020440454749277356,233676.37399999992,26.46,464837756.4927971,464837730.0327971,2.1167999999999997e-07,3.7187020519423766,3.718701840262377
True,0.0,1.06,0.27,0.9264720000000001,0.073528,0.0,93.46999951999996,0.02044492533547263,233674.99879999988,20.088000000000005,464830123.78641486,464830103.69841474,1.6070399999999998e-07,3.7186409902913184,3.718640829587319
True,0.0,1.06,0.28,0.9264720000000001,0.073528,0.0,93.46999951999996,0.02044492533547263,233674.99879999988,20.831999999999997,464830123.78641486,464830102.95441484,1.6665599999999998e-07,3.7186409902913184,3.7186408236353183
True,0.0,1.06,0.3,0.926504,0.07349599999999999,0.0,93.47109967999997,0.02043777397766135,233677.7491999999,22.656,464845395.03161186,464845372.3756119,1.81248e-07,3.718763160252895,3.7187629790048953
True,0.0,1.06,0.29,0.926504,0.07349599999999999,0.0,93.47109967999997,0.02043777397766135,233677.7491999999,21.8312,464845395.03161186,464845373.2004119,1.746496e-07,3.718763160252895,3.7187629856032953
True,0.0,1.06,0.31,0.926504,0.07349599999999999,0.0,93.47109967999997,0.02043777397766135,233677.7491999999,23.386399999999995,464845394.5096119,464845371.1232119,1.8709119999999995e-07,3.7187631560768954,3.718762968985695
True,0.0,1.06,0.34,0.9264880000000001,0.073512,0.0,93.47054959999997,0.020440454749277356,233676.37399999992,25.758399999999998,464837756.45039713,464837730.69199705,2.0606720000000003e-07,3.7187020516031764,3.7187018455359766
True,0.0,1.06,0.32,0.926504,0.07349599999999999,0.0,93.47109967999997,0.02043777397766135,233677.7491999999,24.115199999999994,464845394.2132119,464845370.09801185,1.929216e-07,3.7187631537056958,3.7187629607840957
True,0.0,1.06,0.25,0.926504,0.07349599999999999,0.0,93.47109967999997,0.02043628163297597,233677.74919999993,13.82,464845400.1215873,464845386.3015873,1.1056e-07,3.7187632009726985,3.7187630904126987
True,0.0,1.08,0.26,0.9263759999999999,0.073624,0.0,93.50572575999995,0.020264934546186164,233764.31439999986,17.679999999999996,465332505.8631727,465332488.1831727,1.4144000000000003e-07,3.722660046905381,3.7226599054653815
True,0.0,1.08,0.25,0.92636,0.07364,0.0,93.50518431999996,0.020268541426533546,233762.96079999988,16.82,465324986.875185,465324970.055185,1.3455999999999998e-07,3.72259989500148,3.72259976044148
True,0.0,1.08,0.28,0.9264079999999999,0.07359199999999999,0.0,93.50680863999995,0.020258513184683316,233767.0215999999,24.64,465347531.32879657,465347506.68879646,1.9712000000000003e-07,3.7227802506303727,3.7227800535103723
True,0.0,1.08,0.27,0.9264399999999999,0.07356,0.0,93.50789151999994,0.020251186560176104,233769.72879999987,20.9736,465362568.229602,465362547.25600183,1.677888e-07,3.722900545836816,3.722900378048016
True,0.0,1.08,0.29,0.9264079999999999,0.07359199999999999,0.0,93.50680863999995,0.020258513184683316,233767.0215999999,25.566399999999998,465347531.28559655,465347505.71919656,2.0453119999999998e-07,3.7227802502847727,3.7227800457535722
True,0.0,1.08,0.31,0.9264079999999999,0.07359199999999999,0.0,93.50680863999995,0.020258513184683316,233767.0215999999,27.4784,465347530.0903965,465347502.6119965,2.1982719999999996e-07,3.7227802407231723,3.722780020895972
True,0.0,1.08,0.33,0.9264879999999998,0.073512,0.0,93.50952735999994,0.020239545567466637,233773.81839999987,29.145599999999998,465385267.2183738,465385238.0727738,2.3316479999999997e-07,3.7230821377469905,3.723081904582191
True,0.0,1.08,0.3,0.9264079999999999,0.07359199999999999,0.0,93.50680863999995,0.020258513184683316,233767.0215999999,26.472,465347531.20559657,465347504.7335965,2.1177600000000003e-07,3.7227802496447726,3.722780037868772
True,0.0,1.08,0.35,0.9265039999999999,0.07349599999999999,0.0,93.51006879999994,0.020235157341717495,233775.17199999987,31.304000000000002,465392777.2823684,465392745.9783683,2.50432e-07,3.723142218258947,3.723141967826947
True,0.0,1.08,0.34,0.9265039999999999,0.07349599999999999,0.0,93.51006879999994,0.020235818337754053,233775.17199999987,30.164799999999996,465392783.9735683,465392753.8087684,2.413184e-07,3.723142271788547,3.723142030470147
True,0.0,1.08,0.32,0.9264239999999998,0.073576,0.0,93.50735007999994,0.020254855311783126,233768.3751999999,28.364800000000006,465355046.5479911,465355018.18319106,2.2691840000000002e-07,3.7228403723839296,3.7228401454655295
True,0.0,1.1,0.3,0.926096,0.073904,0.0,93.53616079999995,0.02010547828541508,233840.40199999989,30.144000000000002,465749092.2099926,465749062.06599265,2.41152e-07,3.7259927376799413,3.725992496527941
True,0.0,1.1,0.31,0.926096,0.073904,0.0,93.53616079999995,0.02010547828541508,233840.40199999989,31.248,465749091.02599263,465749059.7779927,2.4998399999999997e-07,3.7259927282079413,3.725992478223941
True,0.0,1.1,0.25,0.9260799999999999,0.07392,0.0,93.53562799999996,0.020109287147067504,233839.06999999992,18.54,465741699.3979922,465741680.8579922,1.4832e-07,3.725933595183937,3.7259334468639373
True,0.0,1.1,0.32,0.926096,0.073904,0.0,93.53616079999995,0.02010547828541508,233840.40199999989,32.3328,465749090.95999265,465749058.6271926,2.5866240000000004e-07,3.7259927276799414,3.725992469017541
True,0.0,1.1,0.35,0.9261919999999999,0.073808,0.0,93.53935759999995,0.02008402160591007,233848.3939999999,35.756,465793462.4219768,465793426.66597676,2.86048e-07,3.726347699375814,3.726347413327814
True,0.0,1.1,0.27,0.92608,0.07392,0.0,93.53562799999995,0.020108758188134655,233839.06999999992,21.06,465741689.3519922,465741668.2919922,1.6847999999999998e-07,3.7259335148159374,3.7259333463359376
True,0.0,1.1,0.29,0.926096,0.073904,0.0,93.53616079999995,0.02010547828541508,233840.40199999989,29.0696,465749092.3559927,465749063.2863927,2.3255679999999997e-07,3.7259927388479412,3.725992506291141
True,0.0,1.1,0.26,0.9260639999999999,0.07393600000000002,0.0,93.53509519999996,0.020112519628973903,233837.7379999999,20.072,465734298.60797656,465734278.5359766,1.60576e-07,3.7258743888638124,3.725874228287812
True,0.0,1.1,0.34,0.9261919999999999,0.073808,0.0,93.53935759999995,0.02008468837770613,233848.3939999999,34.544,465793464.8340083,465793430.2900082,2.76352e-07,3.726347718672065,3.7263474423200647
True,0.0,1.1,0.28,0.926096,0.073904,0.0,93.53616079999995,0.02010547828541508,233840.40199999989,28.044800000000006,465749092.3559927,465749064.3111926,2.2435840000000002e-07,3.7259927388479412,3.7259925144895414
True,0.0,1.1,0.33,0.9261919999999999,0.073808,0.0,93.53935759999995,0.02008468837770613,233848.3939999999,33.343199999999996,465793466.31000817,465793432.96680814,2.667456e-07,3.7263477304800654,3.7263474637344656
True,0.0,1.12,0.25,0.926048,0.073952,0.0,93.57262847999996,0.0198911473063869,233931.57119999986,22.1,466274726.1216128,466274704.02161276,1.768e-07,3.730197808972903,3.730197632172903
True,0.0,1.12,0.29,0.9260160000000001,0.073984,0.0,93.57156287999995,0.01989654578553154,233928.90719999987,34.0576,466259936.72001505,466259902.662415,2.724608e-07,3.73007949376012,3.7300792212993206
True,0.0,1.12,0.31,0.926,0.074,0.0,93.57103871999996,0.01990021162280743,233927.59679999988,36.555200000000006,466252659.6112267,466252623.0560267,2.9244159999999997e-07,3.730021276889813,3.7300209844482133
True,0.0,1.12,0.27,0.9260160000000001,0.07398400000000001,0.0,93.57158015999998,0.01989672442939615,233928.95039999989,25.0992,466260167.5408112,466260142.4416112,2.007936e-07,3.73008134032649,3.7300811395328903
True,0.0,1.12,0.28,0.926048,0.073952,0.0,93.57262847999996,0.019890817969193116,233931.57119999986,30.195200000000003,466274722.4416131,466274692.2464131,2.415616000000001e-07,3.730197779532905,3.7301975379713053
True,0.0,1.12,0.35,0.92616,0.07384,0.0,93.57628031999997,0.01986732201495138,233940.70079999988,42.083999999999996,466325415.4752364,466325373.3912364,3.3667199999999996e-07,3.7306033238018914,3.7306029871298922
True,0.0,1.12,0.26,0.9260160000000001,0.07398400000000001,0.0,93.57158015999998,0.019896400428626247,233928.95039999989,24.148799999999998,466260168.9952112,466260144.8464112,1.931904e-07,3.7300813519616893,3.73008115877129
True,0.0,1.12,0.3,0.926,0.074,0.0,93.57103871999996,0.01990021162280743,233927.59679999988,35.304,466252659.9632267,466252624.65922666,2.82432e-07,3.7300212797058134,3.730020997273814
True,0.0,1.12,0.33,0.92608,0.07392,0.0,93.57365951999996,0.019883488112877257,233934.14879999988,39.2304,466289037.2288443,466288997.9984443,3.138432000000001e-07,3.7303122978307544,3.7303119839875554
True,0.0,1.12,0.34,0.9261440000000001,0.073856,0.0,93.57575615999994,0.01987097495592032,233939.3903999999,40.5552,466318138.81924814,466318098.2640481,3.244416e-07,3.730545110553984,3.730544786112385
True,0.0,1.12,0.32,0.92608,0.07392,0.0,93.57365951999996,0.019883488112877257,233934.14879999988,37.990399999999994,466289037.62084424,466288999.6304443,3.039232e-07,3.7303123009667547,3.7303119970435548
True,0.0,1.14,0.26,0.9255600000000002,0.07444,0.0,93.59843151999993,0.019752993461533006,233996.0787999999,24.169599999999996,466608320.55628484,466608296.3866848,1.9335680000000002e-07,3.732866564450278,3.7328663710934786
True,0.0,1.14,0.29,0.925544,0.074456,0.0,93.59791599999996,0.019756626624046827,233994.7899999999,33.89519999999999,466601159.70190024,466601125.8067002,2.7116159999999993e-07,3.7328092776152015,3.7328090064536017
True,0.0,1.14,0.27,0.9255600000000002,0.07444,0.0,93.59843151999993,0.019753629802692275,233996.0787999999,25.142400000000002,466608319.4410848,466608294.2986847,2.0113920000000002e-07,3.7328665555286777,3.7328663543894787
True,0.0,1.14,0.28,0.9255600000000002,0.07444,0.0,93.59843151999993,0.019753629802692275,233996.0787999999,26.163200000000003,466608319.3670848,466608293.20388484,2.0930560000000004e-07,3.732866554936678,3.732866345631079
True,0.0,1.14,0.3,0.9255279999999999,0.07447200000000001,0.0,93.59740047999995,0.019760340428110465,233993.5011999999,35.16,466594002.8695158,466593967.70951575,2.8128000000000004e-07,3.7327520229561264,3.7327517416761267
True,0.0,1.14,0.32,0.925496,0.074504,0.0,93.59636943999995,0.01976722058805761,233990.9235999999,37.83680000000001,466579698.23512137,466579660.3983214,3.026944e-07,3.732637585880971,3.732637283186571
True,0.0,1.14,0.25,0.9255440000000001,0.07445600000000001,0.0,93.59791599999996,0.019757930866746713,233994.7899999999,22.14,466601170.51270676,466601148.3727068,1.7712e-07,3.7328093641016538,3.732809186981654
True,0.0,1.14,0.34,0.92548,0.07452,0.0,93.59585391999995,0.019770024367466124,233989.63479999988,40.5824,466572549.52750343,466572508.94510347,3.246592e-07,3.7325803962200275,3.732580071560828
True,0.0,1.14,0.35,0.92548,0.07452,0.0,93.59585391999995,0.019770024367466124,233989.63479999988,41.88799999999999,466572549.22510356,466572507.3371034,3.35104e-07,3.732580393800827,3.732580058696828
True,0.0,1.14,0.33,0.92548,0.07452,0.0,93.59585391999995,0.019770024367466124,233989.63479999988,39.20400000000001,466572544.3295034,466572505.12550354,3.1363200000000004e-07,3.732580354636027,3.7325800410040277
True,0.0,1.14,0.31,0.9255119999999999,0.074488,0.0,93.59688495999994,0.019762967220962692,233992.2123999999,36.456,466586852.8171313,466586816.3611312,2.9164800000000005e-07,3.73269482253705,3.7326945308890505
True,0.0,1.16,0.29,0.9254000000000001,0.0746,0.0,93.63309855999997,0.01956057783617533,234082.7463999999,32.20159999999999,467091958.02959955,467091925.82799965,2.5761279999999993e-07,3.736735664236796,3.7367354066239966
True,0.0,1.16,0.25,0.925384,0.074616,0.0,93.63259167999996,0.019564152282313174,234081.4791999999,23.32,467084935.20877326,467084911.88877326,1.8656000000000002e-07,3.736679481670186,3.7366792951101866
True,0.0,1.16,0.26,0.925416,0.074584,0.0,93.63360543999995,0.019556621517360734,234084.0135999999,25.5632,467098995.3919886,467098969.8287886,2.0450559999999997e-07,3.7367919631359086,3.7367917586303094
True,0.0,1.16,0.27,0.925416,0.074584,0.0,93.63360543999995,0.019556621517360734,234084.0135999999,26.589600000000004,467098995.3455886,467098968.7559886,2.127168e-07,3.7367919627647086,3.7367917500479084
True,0.0,1.16,0.32,0.9253999999999999,0.0746,0.0,93.63309855999997,0.019560584085818396,234082.7463999999,39.168,467091955.1695996,467091916.00159955,3.1334400000000003e-07,3.7367356413567974,3.7367353280127964
True,0.0,1.16,0.28,0.925416,0.074584,0.0,93.63360543999995,0.01955629513198358,234084.0135999999,27.529600000000002,467098995.2279886,467098967.6983886,2.2023680000000003e-07,3.736791961823909,3.7367917415871093
True,0.0,1.16,0.3,0.925416,0.074584,0.0,93.63360543999997,0.019557024044307352,234084.0135999999,36.528,467098987.30078816,467098950.7727883,2.92224e-07,3.736791898406306,3.7367916061823063
True,0.0,1.16,0.31,0.925416,0.074584,0.0,93.63360543999997,0.019557024044307352,234084.0135999999,37.7704,467098987.32398826,467098949.55358815,3.0216319999999996e-07,3.736791898591906,3.736791596428706
True,0.0,1.16,0.33,0.9253999999999999,0.0746,0.0,93.63309855999997,0.019561218259589036,234082.7463999999,40.656000000000006,467091954.8063996,467091914.1503996,3.2524800000000003e-07,3.736735638451197,3.7367353132031966
True,0.0,1.16,0.35,0.9253999999999999,0.0746,0.0,93.63309855999997,0.019561218259589036,234082.7463999999,43.371999999999986,467091954.6815997,467091911.30959964,3.46976e-07,3.736735637452797,3.736735290476797
True,0.0,1.16,0.34,0.9253999999999999,0.0746,0.0,93.63309855999997,0.019561218259589036,234082.7463999999,41.915200000000006,467091954.75999963,467091912.84479964,3.353216e-07,3.736735638079997,3.736735302758397
True,0.0,1.18,0.26,0.9249200000000001,0.07508000000000001,0.0,93.65799231999993,0.019412903708445006,234144.9807999999,27.872000000000003,467438833.7511954,467438805.8791954,2.2297599999999997e-07,3.7395106700095635,3.739510447033563
True,0.0,1.18,0.28,0.9249200000000001,0.07508000000000001,0.0,93.65799231999993,0.019412578153232902,234144.9807999999,29.904,467438833.02639544,467438803.1223956,2.39232e-07,3.7395106642111635,3.739510424979164
True,0.0,1.18,0.34,0.9249679999999999,0.075032,0.0,93.65948703999995,0.019403979342093307,234148.71759999992,45.85920000000001,467459564.1831685,467459518.3239686,3.668736e-07,3.7396765134653487,3.739676146591748
True,0.0,1.18,0.27,0.9249200000000001,0.07508000000000001,0.0,93.65799231999993,0.019412903708445006,234144.9807999999,28.98720000000001,467438833.7275954,467438804.7403954,2.318976e-07,3.739510669820764,3.7395104379231636
True,0.0,1.18,0.29,0.9249200000000001,0.07508000000000001,0.0,93.65799231999993,0.019412578153232902,234144.9807999999,31.111199999999993,467438832.86119545,467438801.7499954,2.488896e-07,3.739510662889564,3.7395104139999633
True,0.0,1.18,0.32,0.9249679999999999,0.075032,0.0,93.65948703999995,0.01940337138880849,234148.71759999992,42.85440000000001,467459564.8263686,467459521.97196853,3.428352000000001e-07,3.7396765186109486,3.739676175775748
True,0.0,1.18,0.25,0.924936,0.075064,0.0,93.65849055999996,0.01940978861854883,234146.2263999999,24.76,467445765.6335893,467445740.87358934,1.9808e-07,3.739566125068714,3.739565926988715
True,0.0,1.18,0.3,0.9249839999999999,0.075016,0.0,93.65998527999996,0.019399861833632296,234149.96319999988,39.93599999999999,467466478.2467723,467466438.3107724,3.19488e-07,3.7397318259741787,3.7397315064861787
True,0.0,1.18,0.31,0.9249679999999999,0.075032,0.0,93.65948703999995,0.01940337138880849,234148.71759999992,41.416,467459564.97716856,467459523.5611686,3.3132800000000004e-07,3.7396765198173485,3.7396761884893484
