t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.9176,0.0824,0.0,93.46847999506473,0.021083871729015984,6.4e-05,3.624673920000007
500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.2e-05,3.6716969599999665
750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.1333333333333335e-05,3.6873713066666194
1000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.6e-05,3.6952084799999803
1250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.28e-05,3.699910784000044
1500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.0666666666666667e-05,3.7030456533334197
1750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,9.142857142857142e-06,3.7052848457144023
2000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,8e-06,3.706964240000139
2250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,7.111111111111111e-06,3.7082704355557126
2500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,6.4e-06,3.709315392000171
2750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,5.8181818181818185e-06,3.7101703563638186
3000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,5.333333333333334e-06,3.7108828266668588
3250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,4.923076923076923e-06,3.7114856861540466
3500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,4.571428571428571e-06,3.71200242285735
3750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,4.266666666666667e-06,3.7124502613334935
4000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,4e-06,3.7128421200000754
4250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.7647058823529414e-06,3.71318787764706
4500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.5555555555555555e-06,3.7134952177777123
4750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.368421052631579e-06,3.713770206315665
5000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.2e-06,3.714017695999822
5250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,3.0476190476190477e-06,3.714241615237869
5500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.9090909090909093e-06,3.714445178181548
5750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.782608695652174e-06,3.7146310399996896
6000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.666666666666667e-06,3.7148014133329865
6250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.56e-06,3.7149581567996193
6500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.4615384615384615e-06,3.715102843076511
6750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.3703703703703703e-06,3.715236811851411
7000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.2857142857142856e-06,3.7153612114281036
7250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.206896551724138e-06,3.715477031723646
7500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.1333333333333334e-06,3.715585130666151
7750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2.0645161290322582e-06,3.7156862554833334
8000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,2e-06,3.715781059999442
8250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.9393939393939395e-06,3.7158701187873016
8500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.8823529411764707e-06,3.7159539388229343
8750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.8285714285714286e-06,3.716032969142245
9000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.7777777777777777e-06,3.7161076088882603
9250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.7297297297297298e-06,3.7161782140534103
9500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.6842105263157895e-06,3.7162451031572368
9750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.641025641025641e-06,3.71630856205061
10000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.6e-06,3.7163688479993153
10250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.5609756097560975e-06,3.7164261931700344
10500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.5238095238095238e-06,3.7164808076183387
10750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.4883720930232558e-06,3.716532881859745
11000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.4545454545454546e-06,3.7165825890901782
11250,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.4222222222222223e-06,3.71663008711037
11500,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.391304347826087e-06,3.716675519999249
11750,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.3617021276595744e-06,3.716719019573708
12000,0.9176,0.0824,0.0,93.46847999999994,0.02108387169664043,1.3333333333333334e-06,3.716760706665897
