t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.284,0.716,0.0,39.43452994481503,0.44662802655874356,0.0,1.3221807999999997,0.0,3482.7999999999997,3482.7999999999997,1.3221807999999997
500,0.1644,0.8356,0.0,41.957179926028346,0.39231035344740994,0.0,1.3551686400000003,0.0,2139.2,2139.2,1.3551686400000003
750,0.3284,0.6716,0.0,55.861928833129944,0.2624159295951413,0.0,1.3897921066666665,0.0,3817.7999999999993,3817.7999999999993,1.3897921066666665
1000,0.2704,0.7296,0.0,28.963024649958744,0.5282560707399174,0.0,1.348976560000001,0.0,3592.7999999999997,3592.7999999999997,1.348976560000001
1250,0.2932,0.7068,0.0,28.747403925644594,0.5181910568725576,0.0,1.3476782720000016,0.0,3478.2,3478.2,1.3476782720000016
1500,0.2228,0.7772,0.0,12.192208522788743,0.6346824773964962,0.0,1.3262696000000045,0.0,2815.3999999999996,2815.3999999999996,1.3262696000000045
1750,0.312,0.688,0.0,19.810371572029926,0.5892450765802301,0.0,1.315681371428576,0.0,3861.7999999999997,3861.7999999999997,1.315681371428576
2000,0.2396,0.7604,0.0,51.58572016516777,0.3027997348214996,0.0,1.3478944400000041,0.0,3092.4,3092.4,1.3478944400000041
2250,0.312,0.688,0.0,52.97228148247838,0.30727328635331985,0.0,1.3524548622222257,0.0,3854.6,3854.6,1.3524548622222257
2500,0.3,0.7,0.0,55.406886971540644,0.2807482891024004,0.0,1.375900448000003,0.0,3787.5999999999995,3787.5999999999995,1.375900448000003
2750,0.294,0.706,0.0,46.33941486946909,0.3630794648228562,0.0,1.374534981818187,0.0,3494.3999999999996,3494.3999999999996,1.374534981818187
3000,0.3068,0.6932,0.0,52.174121987847364,0.3178843424765453,0.0,1.3808513333333385,0.0,3937.7999999999997,3937.7999999999997,1.3808513333333385
3250,0.3568,0.6432,0.0,58.27900771943865,0.25664432501824297,0.0,1.3896169600000037,0.0,4354.0,4354.0,1.3896169600000037
3500,0.3,0.7,0.0,54.02681403305227,0.2786009632991673,0.0,1.3912109257142897,0.0,3731.6,3731.6,1.3912109257142897
3750,0.2872,0.7128,0.0,46.427701078946804,0.36780622921047434,0.0,1.3894107520000047,0.0,3680.0,3680.0,1.3894107520000047
4000,0.3564,0.6436,0.0,44.06747251270536,0.40774076576461576,0.0,1.387644520000003,0.0,4250.4,4250.4,1.387644520000003
4250,0.3476,0.6524,0.0,59.49082760155158,0.2531137610236977,0.0,1.3994904282352971,0.0,4433.2,4433.2,1.3994904282352971
4500,0.2432,0.7568,0.0,39.74918349698776,0.4316750109376664,0.0,1.3990859377777802,0.0,3062.2,3062.2,1.3990859377777802
4750,0.3236,0.6764,0.0,35.0839902563767,0.4926222383327754,0.0,1.3958368000000028,0.0,3951.9999999999995,3951.9999999999995,1.3958368000000028
