t,frac_C,frac_D,frac_L,avg_res,gini
0,0.5,0.5,0.0,10.0,0.0
250,0.5548,0.4452,0.0,45.44212422202922,0.40951267669213615
500,0.5876,0.4124,0.0,40.51114857810979,0.42014947672616815
750,0.6116,0.3884,0.0,36.14819904864765,0.4295174421067896
1000,0.6252,0.3748,0.0,31.013482479342574,0.44790926452669727
1250,0.626,0.374,0.0,25.479425573217156,0.4660054514998308
1500,0.6264,0.3736,0.0,16.238175278783583,0.49579945677877324
1750,0.6264,0.3736,0.0,5.872205733267058,0.5258135705839828
2000,0.6268,0.3732,0.0,-4.627870444696989,0.5522629313372092
2250,0.6276,0.3724,0.0,-14.485167135883918,0.5745346644587314
2500,0.6264,0.3736,0.0,-24.66921583310912,0.5951825878967401
2750,0.6268,0.3732,0.0,-35.16240074673419,0.614219311539906
3000,0.6256,0.3744,0.0,-45.91598797036827,0.6321262451346136
3250,0.626,0.374,0.0,-56.678064035470854,0.6479055539702133
3500,0.626,0.374,0.0,-67.60465598010688,0.6622212594145764
3750,0.6268,0.3732,0.0,-78.5842329451599,0.6755975244763771
4000,0.6264,0.3736,0.0,-89.24938795293629,0.6873701453935899
4250,0.6268,0.3732,0.0,-100.06529954211986,0.6983739114731394
4500,0.626,0.374,0.0,-111.14622150394675,0.7087888306556708
4750,0.626,0.374,0.0,-122.48179321252908,0.7187986231031279
5000,0.6248,0.3752,0.0,-133.71110440686041,0.7276473081105294
5250,0.626,0.374,0.0,-144.81288800375987,0.7358680489525314
5500,0.6256,0.3744,0.0,-155.50346038107313,0.7433100478650164
5750,0.6268,0.3732,0.0,-166.42595190558342,0.7502250148543709
6000,0.626,0.374,0.0,-177.49761370243175,0.7568825944831475
6250,0.6256,0.3744,0.0,-188.73413066402185,0.7634409728094305
6500,0.6268,0.3732,0.0,-200.09685839902818,0.7694103346727228
6750,0.626,0.374,0.0,-211.4214549293943,0.7749742057927346
7000,0.6256,0.3744,0.0,-222.25970835661028,0.7800721286666163
7250,0.6268,0.3732,0.0,-233.0585604476252,0.7848805098834036
7500,0.626,0.374,0.0,-243.89314848831873,0.7894448917550649
7750,0.6272,0.3728,0.0,-254.48563904046216,0.7935140111985
8000,0.6276,0.3724,0.0,-265.0746363335348,0.7975592636459714
8250,0.6268,0.3732,0.0,-275.60096475180535,0.8013168334143129
8500,0.6272,0.3728,0.0,-286.41770204877963,0.8050441305359486
8750,0.626,0.374,0.0,-297.2479762758215,0.8086058158515175
9000,0.6272,0.3728,0.0,-308.0502777165875,0.8119945922232374
9250,0.63,0.37,0.0,-318.8910458846315,0.8152061416357438
9500,0.626,0.374,0.0,-330.18031614851185,0.818628043295451
9750,0.6252,0.3748,0.0,-341.5206080350137,0.8216660803687179
10000,0.626,0.374,0.0,-352.8802604034436,0.8245732576195711
10250,0.6264,0.3736,0.0,-358.3836404148454,0.8257049851453251
10500,0.6272,0.3728,0.0,-361.7053744727515,0.8264045024805524
10750,0.6276,0.3724,0.0,-363.7820502928934,0.8266556588317887
11000,0.6252,0.3748,0.0,-365.7903654176628,0.8270302181556047
11250,0.6256,0.3744,0.0,-367.59863145063883,0.827313762447655
11500,0.6272,0.3728,0.0,-369.3217468684579,0.8275782065750509
11750,0.6272,0.3728,0.0,-370.9987891162219,0.8278631065499269
12000,0.626,0.374,0.0,-372.7878727951064,0.8282065524614379
12250,0.6268,0.3732,0.0,-374.7170075582674,0.8285199443749462
12500,0.6252,0.3748,0.0,-376.5681240932026,0.8288106187104803
12750,0.6248,0.3752,0.0,-378.48403252349556,0.8291111993047534
13000,0.626,0.374,0.0,-380.2626427448648,0.8293837920058292
13250,0.628,0.372,0.0,-381.91825762388595,0.8296249911450573
13500,0.626,0.374,0.0,-382.9277365943132,0.8297693701170714
13750,0.6252,0.3748,0.0,-383.875483403354,0.829911432016148
14000,0.626,0.374,0.0,-384.8625568105039,0.8300745140407034
14250,0.6264,0.3736,0.0,-385.92230966425535,0.8302450545785253
14500,0.628,0.372,0.0,-386.85600949499064,0.8303961669994225
14750,0.6284,0.3716,0.0,-387.2433555554127,0.8303571394140083
15000,0.6272,0.3728,0.0,-387.89792663568045,0.8303794653799726
