t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.384,0.616,0.0,66.67032346127527,0.15643352810411226,0.0,1.58973824,0.0,4805.2,4805.2,1.58973824
500,0.3036,0.6964,0.0,68.89082268662582,0.1028044494462373,0.0,1.5863132799999993,0.0,3951.2000000000003,3951.2000000000003,1.5863132799999993
750,0.2944,0.7056,0.0,63.19344369495231,0.15788368176946416,0.0,1.5416332799999997,0.0,3608.8,3608.8,1.5416332799999997
1000,0.3168,0.6832,0.0,67.89486879582961,0.12482179307071976,0.0,1.5573688,0.0,4010.8,4010.8,1.5573688
1250,0.3564,0.6436,0.0,62.61353849767269,0.19498898411934323,0.0,1.5336051200000012,0.0,4331.599999999999,4331.599999999999,1.5336051200000012
1500,0.2592,0.7408,0.0,63.99387243938479,0.14637887182183695,0.0,1.53397376,0.0,3168.0,3168.0,1.53397376
1750,0.4196,0.5804,0.0,70.07041476528268,0.12045345721565238,0.0,1.5412269714285718,0.0,5066.4,5066.4,1.5412269714285718
2000,0.2856,0.7144,0.0,66.65460812542524,0.11964518128959156,0.0,1.5431782399999996,0.0,3552.0,3552.0,1.5431782399999996
2250,0.36,0.64,0.0,63.26431921166314,0.1690585863502494,0.0,1.532315519999998,0.0,4244.4,4244.4,1.532315519999998
2500,0.2612,0.7388,0.0,61.90229333652888,0.17021830965681772,0.0,1.533798784000001,0.0,3293.2,3293.2,1.533798784000001
2750,0.2872,0.7128,0.0,61.1388633018597,0.16715042238507496,0.0,1.5243809163636386,0.0,3436.8,3436.8,1.5243809163636386
3000,0.3264,0.6736,0.0,65.41469648573967,0.15293553078530894,0.0,1.524863573333334,0.0,3941.2000000000003,3941.2000000000003,1.524863573333334
3250,0.3468,0.6532,0.0,69.48795302154767,0.11640891736148437,0.0,1.528236799999999,0.0,4284.0,4284.0,1.528236799999999
3500,0.3052,0.6948,0.0,63.512494531765746,0.1712247232007651,0.0,1.5307365028571416,0.0,3803.2,3803.2,1.5307365028571416
3750,0.3116,0.6884,0.0,68.28402688644665,0.10825613791039251,0.0,1.5341541973333315,0.0,3751.6,3751.6,1.5341541973333315
