t,frac_C,frac_D,frac_L,avg_res,gini
0,0.5,0.5,0.0,8.0,0.0
250,0.5112,0.4368,0.052,21.03524871952605,0.28378844072456916
500,0.4396,0.4584,0.102,17.269652465309385,0.3715362786480641
750,0.48,0.3548,0.1652,16.91790180009362,0.40532452178102146
1000,0.4308,0.4032,0.166,16.940215039100647,0.42033723931507594
1250,0.4448,0.3728,0.1824,16.449158854999116,0.4208303743062274
1500,0.454,0.4488,0.0972,18.604384398262816,0.34747428408125713
1750,0.4528,0.3716,0.1756,16.49249341078969,0.4302327572191347
2000,0.4708,0.3304,0.1988,16.547004521350434,0.4394160690587121
2250,0.4536,0.3556,0.1908,16.152916572089552,0.4310436750262474
2500,0.4324,0.3712,0.1964,15.617056903208647,0.4463180449246923
2750,0.438,0.4064,0.1556,16.97045248249553,0.4078851893906375
3000,0.4404,0.4492,0.1104,16.871684389168223,0.3861865017658139
3250,0.556,0.2988,0.1452,19.831635712495416,0.35821534211155803
3500,0.5092,0.3416,0.1492,17.94683550105418,0.3956574452183697
3750,0.4276,0.406,0.1664,15.894051258273617,0.4294136146807669
4000,0.4892,0.3064,0.2044,16.419099121403157,0.44442887593792646
4250,0.4752,0.3952,0.1296,17.60385741347904,0.3811850234039422
4500,0.4356,0.4252,0.1392,16.434414088747005,0.4213550585450806
4750,0.4652,0.3224,0.2124,16.60877694152566,0.4317505771804321
5000,0.504,0.3552,0.1408,18.81337157595923,0.3587881057281458
5250,0.4532,0.4412,0.1056,17.75309651899626,0.3599873609028414
5500,0.4292,0.4152,0.1556,16.49601474420208,0.4025908820764875
5750,0.424,0.4632,0.1128,16.79003760037016,0.4012734398253233
6000,0.438,0.3436,0.2184,15.72178051119601,0.4556450719428067
6250,0.4848,0.4476,0.0676,20.01829426663623,0.3018510718611014
6500,0.3652,0.3764,0.2584,12.400540496935598,0.5125434458542097
6750,0.4248,0.3708,0.2044,16.41975315032513,0.4159950621491755
7000,0.3896,0.4012,0.2092,15.883074595501053,0.44134083899887433
7250,0.376,0.4172,0.2068,14.387666062541895,0.4670436142396233
7500,0.4296,0.3604,0.21,16.57402512284162,0.43340458690626643
7750,0.4708,0.254,0.2752,15.303757166279055,0.4860702447028383
8000,0.4332,0.3992,0.1676,15.923513406426517,0.42276025118295446
8250,0.4916,0.3148,0.1936,16.80786476555037,0.4297917908595344
8500,0.4744,0.4296,0.096,19.693358661498973,0.3347917515606667
