t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.9176,0.0824,0.0,93.46847999493644,0.021083871730371875,0.0,3.6246374400000065
500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.671678719999966
750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.687359146666619
1000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.69519935999998
1250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.6999034880000434
1500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7030395733334194
1750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7052796342858305
2000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.706959680000139
2250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7082663822223787
2500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.709311744000171
2750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7101670400001825
3000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7108797866668586
3250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7114828800002
3500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7119998171430644
3750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.712447829333493
4000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.712839840000075
4250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7131857317647063
4500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7134931911110454
4750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7137682863156645
5000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7140158719998215
5250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7142398780950114
5500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7144435199997297
5750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7146294539127327
6000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.714799893332986
6250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.714956697599619
6500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7151014399995876
6750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7152354607402995
7000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7153599085709605
7250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7154757737926105
7500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7155839146661505
7750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7156850787091393
8000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7157799199994415
8250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7158690133327554
8500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.715952865881757
8750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.71603192685653
9000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7161065955549266
9250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716177228107464
9500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7162441431572364
9750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7163076266659942
10000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716367935999315
10250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7164253034139367
10500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7164799390469097
10750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7165320334876517
11000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7165817599992685
11250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716629276443703
11500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7166747269557705
11750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7167182434034944
12000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716759946665897
12250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716799947754324
12500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7168383487992136
12750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716875243920774
13000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716910719999198
13250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.716944857357681
13500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7169777303695537
13750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7170094079991767
14000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717039954284884
14250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7170694287710933
14500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7170978868957323
14750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7171253803382585
15000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7171519573327
15250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717177662950275
15500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7172025393543797
15750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.71722662603137
16000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7172499599997044
16250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7172725759997824
16500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7172945066665246
16750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7173157826864984
17000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717336432941179
17250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7173564846377523
17500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.71737596342871
17750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7173948935213303
18000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717413297778045
18250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7174311978085477
18500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717448614054443
18750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717465565867114
19000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717482071579451
19250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717498148571988
19500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7175138133339467
19750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717529081519653
20000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717543968000717
20250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7175584869143474
20500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717572651708133
20750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7175864751815864
21000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7175999695247195
21250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176131463538966
21500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717626016745186
21750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717638591265411
22000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176508800010852
22250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176628925853965
22500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176746382233894
22750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176861257154927
23000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7176973634795063
23250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717708359571176
23500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717719121703448
23750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177296572645147
24000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177399733347256
24250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177500767024583
24500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717759973879012
24750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177696711126056
25000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177791744015276
25250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.71778848950651
25500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7177976219623754
25750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178065770890005
26000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717815360001652
26250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717823975620729
26500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717832428680956
26750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717840723740057
27000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717848865186953
27250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178568572495014
27500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178647040018222
27750,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.717872409371218
28000,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178799771447317
28250,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178874109753517
28500,0.9176,0.0824,0.0,93.46847999999996,0.021083871696640426,0.0,3.7178947143878904
