t,frac_C,frac_D,frac_L,avg_res,gini,per_sigma,per_output,per_net,cum_net_hat,edges_CC,edges_CD,edges_DD,edges_CL,edges_DL,edges_LL,edges_total,edges_CC_ratio,edges_CD_ratio,edges_DD_ratio,edges_CL_ratio,edges_DL_ratio,edges_LL_ratio,D_perimeter,D_perimeter_ratio
25400,0.3204,0.5964,0.0832,71.24859477482717,0.10197649375079738,202.0,3962.0,3760.0,1.4243046456692874,1028,1139,2339,9,147,338,5000,0.2056,0.2278,0.4678,0.0018,0.0294,0.0676,1286,0.2572
25500,0.3648,0.606,0.0292,73.5870883676104,0.09020841028174834,79.0,4355.6,4276.6,1.424470054901958,1204,1223,2377,17,83,96,5000,0.2408,0.2446,0.4754,0.0034,0.0166,0.0192,1306,0.2612
25600,0.328,0.5476,0.1244,68.73505164920809,0.10594143864702754,348.0,3975.2000000000003,3627.2000000000003,1.424391284374997,1090,1052,2105,48,214,491,5000,0.218,0.2104,0.421,0.0096,0.0428,0.0982,1266,0.2532
25700,0.304,0.5992,0.0968,70.65942945089918,0.08533802956290722,240.0,3510.3999999999996,3270.3999999999996,1.424003648249025,968,1046,2349,58,248,331,5000,0.1936,0.2092,0.4698,0.0116,0.0496,0.0662,1294,0.2588
25800,0.3564,0.5572,0.0864,70.60362267178029,0.09549847136160365,234.0,4143.200000000001,3909.2000000000007,1.4241157798449589,1169,1168,2088,58,228,289,5000,0.2338,0.2336,0.4176,0.0116,0.0456,0.0578,1396,0.2792
25900,0.3028,0.5908,0.1064,69.81012621212494,0.10524684824605848,273.0,3733.2000000000003,3460.2000000000003,1.4237936185328168,959,1077,2287,33,257,387,5000,0.1918,0.2154,0.4574,0.0066,0.0514,0.0774,1334,0.2668
26000,0.2548,0.5252,0.22,67.65315913239657,0.10512295018580313,541.0,3076.8,2535.8,1.4235251199999976,819,891,2070,19,221,980,5000,0.1638,0.1782,0.414,0.0038,0.0442,0.196,1112,0.2224
26100,0.3076,0.5808,0.1116,68.77971668788913,0.09629043055757153,293.0,3540.0,3247.0,1.4230704030651318,1041,953,2285,41,285,395,5000,0.2082,0.1906,0.457,0.0082,0.057,0.079,1238,0.2476
26200,0.36,0.5252,0.1148,71.60823559515121,0.1014013107596425,285.0,4239.6,3954.6000000000004,1.4225123938931277,1241,1100,1989,18,174,478,5000,0.2482,0.22,0.3978,0.0036,0.0348,0.0956,1274,0.2548
26300,0.3596,0.5032,0.1372,71.06455778870367,0.09498141314208823,354.0,4275.2,3921.2,1.4220386494296564,1198,1132,1817,68,266,519,5000,0.2396,0.2264,0.3634,0.0136,0.0532,0.1038,1398,0.2796
26400,0.3116,0.6884,0.0,65.63483057951024,0.1487784287604911,0.0,3755.2,3755.2,1.4226601515151507,993,1130,2877,0,0,0,5000,0.1986,0.226,0.5754,0.0,0.0,0.0,1130,0.226
26500,0.2904,0.7068,0.0028,68.67660622003613,0.11560709896445047,8.0,3511.2,3503.2,1.4231944513207553,919,1062,2995,4,16,4,5000,0.1838,0.2124,0.599,0.0008,0.0032,0.0008,1078,0.2156
26600,0.2792,0.6356,0.0852,66.94716851765872,0.11885755001273468,221.0,3530.3999999999996,3309.3999999999996,1.4225402977443613,843,1086,2496,20,278,277,5000,0.1686,0.2172,0.4992,0.004,0.0556,0.0554,1364,0.2728
26700,0.3596,0.582,0.0584,70.18502512483518,0.09769720459276168,154.0,4106.0,3952.0,1.4223861692883897,1237,1081,2286,41,167,188,5000,0.2474,0.2162,0.4572,0.0082,0.0334,0.0376,1248,0.2496
26800,0.3844,0.4968,0.1188,69.21779503549442,0.1182882048902255,311.0,4290.0,3979.0,1.4222112089552235,1386,999,1852,73,265,425,5000,0.2772,0.1998,0.3704,0.0146,0.053,0.085,1264,0.2528
26900,0.2544,0.638,0.1076,68.87872218574452,0.10768989086261449,241.0,2972.0,2731.0,1.4229513546468395,772,982,2563,18,272,393,5000,0.1544,0.1964,0.5126,0.0036,0.0544,0.0786,1254,0.2508
27000,0.376,0.6104,0.0136,75.42372312701302,0.07532068063484172,40.0,4731.6,4691.6,1.422985712592593,1186,1368,2338,20,60,28,5000,0.2372,0.2736,0.4676,0.004,0.012,0.0056,1428,0.2856
27100,0.3072,0.632,0.0608,67.92466006255867,0.1203011183781832,154.0,3888.3999999999996,3734.3999999999996,1.4229318553505537,905,1237,2473,25,137,223,5000,0.181,0.2474,0.4946,0.005,0.0274,0.0446,1374,0.2748
27200,0.3888,0.5388,0.0724,71.23494930017307,0.09575419649929728,191.0,4608.400000000001,4417.400000000001,1.422182088235294,1352,1138,2000,46,250,214,5000,0.2704,0.2276,0.4,0.0092,0.05,0.0428,1388,0.2776
27300,0.33,0.4852,0.1848,71.15830186415995,0.08351841383792853,452.0,3714.0,3262.0,1.4221707721611718,1119,1020,1762,42,308,749,5000,0.2238,0.204,0.3524,0.0084,0.0616,0.1498,1328,0.2656
27400,0.3084,0.6916,0.0,72.04258735685916,0.08680605040842108,0.0,3715.6,3715.6,1.4226669401459844,995,1094,2911,0,0,0,5000,0.199,0.2188,0.5822,0.0,0.0,0.0,1094,0.2188
27500,0.3112,0.628,0.0608,65.93816841325152,0.1430651843869207,155.0,3830.0,3675.0,1.4230445934545441,993,1108,2524,18,124,233,5000,0.1986,0.2216,0.5048,0.0036,0.0248,0.0466,1232,0.2464
27600,0.3444,0.5812,0.0744,70.47016038742619,0.1059801217381452,201.0,4207.200000000001,4006.2000000000007,1.4230614956521728,1090,1226,2168,38,250,228,5000,0.218,0.2452,0.4336,0.0076,0.05,0.0456,1476,0.2952
27700,0.3228,0.5932,0.084,69.83090417891138,0.09773679809780884,207.0,3816.4,3609.4,1.423304730685919,1060,1094,2361,14,116,355,5000,0.212,0.2188,0.4722,0.0028,0.0232,0.071,1210,0.242
27800,0.3928,0.4828,0.1244,71.06579695552466,0.09013573385419484,357.0,4388.4,4031.3999999999996,1.4230350791366888,1302,1230,1656,94,286,432,5000,0.2604,0.246,0.3312,0.0188,0.0572,0.0864,1516,0.3032
27900,0.2584,0.5836,0.158,69.47427230214132,0.09223984916131367,397.0,3132.0,2735.0,1.4232479455197116,771,1015,2270,27,281,636,5000,0.1542,0.203,0.454,0.0054,0.0562,0.1272,1296,0.2592
28000,0.3672,0.5928,0.04,71.93428313142095,0.09297869948615041,85.0,4328.4,4243.4,1.4233712828571414,1243,1173,2315,13,125,131,5000,0.2486,0.2346,0.463,0.0026,0.025,0.0262,1298,0.2596
28100,0.3696,0.5144,0.116,72.66755902506152,0.07660862511789716,326.0,4268.400000000001,3942.4000000000005,1.4228012469750877,1259,1099,1895,79,255,413,5000,0.2518,0.2198,0.379,0.0158,0.051,0.0826,1354,0.2708
28200,0.2844,0.6444,0.0712,70.10298474880342,0.09688654776853899,178.0,3487.6,3309.6,1.4230975687943253,851,1115,2588,27,153,266,5000,0.1702,0.223,0.5176,0.0054,0.0306,0.0532,1268,0.2536
28300,0.3416,0.624,0.0344,72.07887614687516,0.0945479305495737,75.0,4228.4,4153.4,1.4232169922261484,1074,1262,2436,6,106,116,5000,0.2148,0.2524,0.4872,0.0012,0.0212,0.0232,1368,0.2736
28400,0.3268,0.5352,0.138,70.88826645960455,0.10188964923947813,346.0,3816.0,3470.0,1.4231116084507043,1080,1044,2052,64,204,556,5000,0.216,0.2088,0.4104,0.0128,0.0408,0.1112,1248,0.2496
28500,0.3712,0.5424,0.0864,71.44838830668121,0.08679634454171176,218.0,4299.6,4081.6000000000004,1.4232765052631575,1298,1048,2082,68,212,292,5000,0.2596,0.2096,0.4164,0.0136,0.0424,0.0584,1260,0.252
28600,0.3224,0.6316,0.046,70.66284717379727,0.10349114469626136,104.0,3834.0,3730.0,1.4234170657342662,1096,1021,2584,11,127,161,5000,0.2192,0.2042,0.5168,0.0022,0.0254,0.0322,1148,0.2296
28700,0.404,0.5724,0.0236,70.77295233384125,0.10484788544131962,60.0,4764.400000000001,4704.400000000001,1.4238334383275268,1359,1314,2161,8,88,70,5000,0.2718,0.2628,0.4322,0.0016,0.0176,0.014,1402,0.2804
28800,0.286,0.4776,0.2364,66.18596173232123,0.11110716458724626,594.0,3155.6,2561.6,1.423364994444445,954,885,1771,67,349,974,5000,0.1908,0.177,0.3542,0.0134,0.0698,0.1948,1234,0.2468
28900,0.292,0.6532,0.0548,69.5911962775691,0.1054417937247488,118.0,3548.0,3430.0,1.4237237840830455,911,1090,2654,8,134,203,5000,0.1822,0.218,0.5308,0.0016,0.0268,0.0406,1224,0.2448
29000,0.3216,0.5356,0.1428,70.41350130470748,0.0908666070833844,368.0,3657.6000000000004,3289.6000000000004,1.4232589848275865,1038,1097,1968,43,323,531,5000,0.2076,0.2194,0.3936,0.0086,0.0646,0.1062,1420,0.284
29100,0.3524,0.6092,0.0384,71.79493911526252,0.08577797712705099,93.0,4142.4,4049.3999999999996,1.423555769072165,1162,1182,2386,18,138,114,5000,0.2324,0.2364,0.4772,0.0036,0.0276,0.0228,1320,0.264
29200,0.2968,0.6452,0.058,71.09540733261588,0.07952425389582464,130.0,3508.0,3378.0,1.4237031835616438,969,1015,2636,15,165,200,5000,0.1938,0.203,0.5272,0.003,0.033,0.04,1180,0.236
29300,0.3656,0.6136,0.0208,72.04618415635855,0.0964546392759705,60.0,4336.4,4276.4,1.424380283959045,1211,1216,2426,18,68,61,5000,0.2422,0.2432,0.4852,0.0036,0.0136,0.0122,1284,0.2568
29400,0.3044,0.6332,0.0624,70.3399216503672,0.10012227850620588,153.0,4039.2000000000003,3886.2000000000003,1.4242978204081629,920,1186,2488,18,170,218,5000,0.184,0.2372,0.4976,0.0036,0.034,0.0436,1356,0.2712
29500,0.2904,0.58,0.1296,69.8729851863427,0.09965491652788509,300.0,3603.2000000000003,3303.2000000000003,1.4235115850847457,909,1065,2205,21,325,475,5000,0.1818,0.213,0.441,0.0042,0.065,0.095,1390,0.278
29600,0.41,0.5552,0.0348,74.47728741833764,0.07765265845798934,94.0,4824.0,4730.0,1.4235425324324313,1390,1293,2071,27,117,102,5000,0.278,0.2586,0.4142,0.0054,0.0234,0.0204,1410,0.282
29700,0.3136,0.6268,0.0596,67.70583642616992,0.11675784702348027,161.0,3588.0,3427.0,1.4237827097643077,1020,1071,2537,25,123,224,5000,0.204,0.2142,0.5074,0.005,0.0246,0.0448,1194,0.2388
29800,0.29,0.5952,0.1148,69.94957629482369,0.10392060603922071,290.0,3512.8,3222.8,1.4241244510067093,907,1061,2353,25,185,469,5000,0.1814,0.2122,0.4706,0.005,0.037,0.0938,1246,0.2492
29900,0.3404,0.5884,0.0712,71.08426660344745,0.10832370986999436,179.0,4118.8,3939.8,1.424137533110366,1179,1023,2340,23,181,254,5000,0.2358,0.2046,0.468,0.0046,0.0362,0.0508,1204,0.2408
30000,0.372,0.5832,0.0448,71.01051441415926,0.11123402713131891,106.0,4308.4,4202.4,1.4242451626666648,1269,1178,2274,4,106,169,5000,0.2538,0.2356,0.4548,0.0008,0.0212,0.0338,1284,0.2568
30100,0.318,0.46,0.222,68.72032986918704,0.10907035780936004,560.0,3733.6000000000004,3173.6000000000004,1.4238365767441843,1050,984,1621,96,374,875,5000,0.21,0.1968,0.3242,0.0192,0.0748,0.175,1358,0.2716
30200,0.3332,0.5532,0.1136,71.56161918218577,0.09150374866815325,271.0,3965.2,3694.2,1.4240216105960244,1126,1027,2154,53,197,443,5000,0.2252,0.2054,0.4308,0.0106,0.0394,0.0886,1224,0.2448
30300,0.2352,0.6548,0.11,65.82510159311755,0.11444719051994866,277.0,2899.2,2622.2,1.423676163696368,678,964,2639,32,306,381,5000,0.1356,0.1928,0.5278,0.0064,0.0612,0.0762,1270,0.254
30400,0.3592,0.5916,0.0492,73.51921788771128,0.0878135131433325,130.0,4298.8,4168.8,1.423897142105262,1200,1162,2299,30,156,153,5000,0.24,0.2324,0.4598,0.006,0.0312,0.0306,1318,0.2636
30500,0.3448,0.5816,0.0736,71.04917092837262,0.11663215845701705,201.0,4142.4,3941.3999999999996,1.4245806295081949,1130,1157,2246,31,167,269,5000,0.226,0.2314,0.4492,0.0062,0.0334,0.0538,1324,0.2648
30600,0.3324,0.584,0.0836,70.52885154264683,0.1010507482774838,196.0,3938.0,3742.0,1.424548920261436,1076,1152,2243,20,202,307,5000,0.2152,0.2304,0.4486,0.004,0.0404,0.0614,1354,0.2708
30700,0.3516,0.5616,0.0868,71.79500759107614,0.09161895333272868,214.0,3996.3999999999996,3782.3999999999996,1.4246685915309434,1220,1048,2206,28,156,342,5000,0.244,0.2096,0.4412,0.0056,0.0312,0.0684,1204,0.2408
30800,0.36,0.55,0.09,71.91879549457622,0.09503089834772518,234.0,4190.4,3956.3999999999996,1.4248771246753231,1190,1182,2046,38,226,318,5000,0.238,0.2364,0.4092,0.0076,0.0452,0.0636,1408,0.2816
30900,0.28,0.6072,0.1128,71.0687363851392,0.0745081288577716,292.0,3318.7999999999997,3026.7999999999997,1.424674904854367,883,989,2386,45,311,386,5000,0.1766,0.1978,0.4772,0.009,0.0622,0.0772,1300,0.26
31000,0.3632,0.5732,0.0636,71.67501808800309,0.08418105515653648,164.0,4316.0,4152.0,1.4244335225806433,1213,1164,2200,42,168,213,5000,0.2426,0.2328,0.44,0.0084,0.0336,0.0426,1332,0.2664
31100,0.3804,0.532,0.0876,71.88457867514823,0.09130966947883792,236.0,4541.6,4305.6,1.4245193054662362,1223,1299,1914,59,193,312,5000,0.2446,0.2598,0.3828,0.0118,0.0386,0.0624,1492,0.2984
31200,0.3336,0.6504,0.016,71.59186108119127,0.09150894947823521,46.0,3846.8,3800.8,1.4245630128205102,1080,1158,2636,18,74,34,5000,0.216,0.2316,0.5272,0.0036,0.0148,0.0068,1232,0.2464
31300,0.2836,0.6816,0.0348,64.93082158436881,0.14193321075439047,79.0,3232.8,3153.8,1.42463333162939,898,1033,2851,7,81,130,5000,0.1796,0.2066,0.5702,0.0014,0.0162,0.026,1114,0.2228
31400,0.3116,0.6796,0.0088,72.72507816677319,0.09406196686733619,21.0,4056.4000000000005,4035.4000000000005,1.4250477095541365,942,1230,2759,2,48,19,5000,0.1884,0.246,0.5518,0.0004,0.0096,0.0038,1278,0.2556
31500,0.328,0.4628,0.2092,66.98325984944255,0.12491742613006156,541.0,3739.2000000000003,3198.2000000000003,1.4244679314285669,1145,880,1737,110,274,854,5000,0.229,0.176,0.3474,0.022,0.0548,0.1708,1154,0.2308
31600,0.3156,0.6572,0.0272,71.82655999867323,0.08729466163931505,60.0,3778.0,3718.0,1.424214258227843,964,1216,2630,12,96,82,5000,0.1928,0.2432,0.526,0.0024,0.0192,0.0164,1312,0.2624
31700,0.3608,0.5764,0.0628,70.82816483186485,0.09397585511849872,170.0,4047.2,3877.2,1.4244203735015726,1184,1207,2201,33,155,220,5000,0.2368,0.2414,0.4402,0.0066,0.031,0.044,1362,0.2724
31800,0.3344,0.6216,0.044,70.87463204095525,0.09849082083322332,102.0,3953.2,3851.2,1.4245003647798702,1085,1168,2454,6,140,147,5000,0.217,0.2336,0.4908,0.0012,0.028,0.0294,1308,0.2616
31900,0.3456,0.542,0.1124,68.45759483357601,0.11657372941821995,276.0,3942.8,3666.8,1.4245852263322847,1197,1007,2106,55,201,434,5000,0.2394,0.2014,0.4212,0.011,0.0402,0.0868,1208,0.2416
32000,0.3408,0.5552,0.104,70.56315890063604,0.09210782755045123,273.0,4008.3999999999996,3735.3999999999996,1.424766524999996,1097,1146,2061,68,284,344,5000,0.2194,0.2292,0.4122,0.0136,0.0568,0.0688,1430,0.286
32100,0.3392,0.5828,0.078,71.77487944555614,0.08886376879644893,211.0,4007.6,3796.6,1.4245525482866004,1122,1115,2235,33,243,252,5000,0.2244,0.223,0.447,0.0066,0.0486,0.0504,1358,0.2716
32200,0.3656,0.5424,0.092,71.61128526639929,0.0965094551444208,243.0,4271.2,4028.2,1.4243069167701814,1202,1217,1993,35,221,332,5000,0.2404,0.2434,0.3986,0.007,0.0442,0.0664,1438,0.2876
32300,0.3364,0.6012,0.0624,71.95437135972432,0.08737964186319071,157.0,3946.4000000000005,3789.4000000000005,1.4243197399380751,1090,1153,2348,31,163,215,5000,0.218,0.2306,0.4696,0.0062,0.0326,0.043,1316,0.2632
32400,0.35,0.5372,0.1128,69.52270899943755,0.12837672941240758,294.0,4008.8,3714.8,1.4245489629629575,1215,1000,2087,70,198,430,5000,0.243,0.2,0.4174,0.014,0.0396,0.086,1198,0.2396
32500,0.2808,0.5464,0.1728,68.04926311358244,0.12002951521457034,417.0,3294.4,2877.4,1.4243535212307636,899,979,2069,31,347,675,5000,0.1798,0.1958,0.4138,0.0062,0.0694,0.135,1326,0.2652
32600,0.37,0.5812,0.0488,71.13193869933635,0.089784567567754,129.0,4314.799999999999,4185.799999999999,1.424065391411037,1235,1203,2228,27,153,154,5000,0.247,0.2406,0.4456,0.0054,0.0306,0.0308,1356,0.2712
32700,0.2072,0.7144,0.0784,65.3611710687701,0.12129314966422454,177.0,2583.2,2406.2,1.424613218348618,618,831,3072,5,169,305,5000,0.1236,0.1662,0.6144,0.001,0.0338,0.061,1000,0.2
32800,0.3768,0.5744,0.0488,71.87865622530335,0.10375903729764707,136.0,4591.199999999999,4455.199999999999,1.424535295121946,1270,1204,2223,24,94,185,5000,0.254,0.2408,0.4446,0.0048,0.0188,0.037,1298,0.2596
32900,0.3084,0.6016,0.09,69.35801163966251,0.10807308418059867,220.0,3591.2,3371.2,1.4248995841945236,1012,1026,2370,34,250,308,5000,0.2024,0.2052,0.474,0.0068,0.05,0.0616,1276,0.2552
33000,0.2656,0.4976,0.2368,68.19772568768502,0.09813053079693736,582.0,3088.8,2506.8,1.4245576969696927,858,899,1872,41,333,997,5000,0.1716,0.1798,0.3744,0.0082,0.0666,0.1994,1232,0.2464
33100,0.2384,0.562,0.1996,66.52897758603599,0.11120839504522166,490.0,2745.2,2255.2,1.4247587625377607,764,827,2276,29,241,863,5000,0.1528,0.1654,0.4552,0.0058,0.0482,0.1726,1068,0.2136
33200,0.3368,0.5452,0.118,71.34356477147684,0.0903875012408755,300.0,3911.2,3611.2,1.4246159349397556,1146,1046,2055,30,296,427,5000,0.2292,0.2092,0.411,0.006,0.0592,0.0854,1342,0.2684
33300,0.3148,0.642,0.0432,71.15172735748224,0.09220868769720059,99.0,3755.6,3656.6,1.4250860876876827,1010,1119,2605,9,91,166,5000,0.202,0.2238,0.521,0.0018,0.0182,0.0332,1210,0.242
33400,0.3012,0.56,0.1388,67.30150719840192,0.11850415083147692,354.0,3631.2,3277.2,1.4251150658682583,984,1022,2193,22,192,587,5000,0.1968,0.2044,0.4386,0.0044,0.0384,0.1174,1214,0.2428
33500,0.2548,0.5544,0.1908,68.63756595039582,0.09804081248924787,491.0,3040.8,2549.8,1.4248657122388013,794,923,2180,37,261,805,5000,0.1588,0.1846,0.436,0.0074,0.0522,0.161,1184,0.2368
33600,0.2784,0.6076,0.114,69.34166370050657,0.10053386741241903,271.0,3248.8,2977.8,1.424764314285709,872,1023,2410,17,233,445,5000,0.1744,0.2046,0.482,0.0034,0.0466,0.089,1256,0.2512
33700,0.3684,0.5484,0.0832,73.0976673401742,0.08761592016642114,215.0,4336.0,4121.0,1.4243114207715077,1246,1179,2089,13,127,346,5000,0.2492,0.2358,0.4178,0.0026,0.0254,0.0692,1306,0.2612
33800,0.2788,0.5936,0.1276,66.59814326297287,0.11598082456566577,329.0,3432.0,3103.0,1.4245086437869767,829,1084,2310,46,232,499,5000,0.1658,0.2168,0.462,0.0092,0.0464,0.0998,1316,0.2632
33900,0.344,0.4812,0.1748,71.6507437355599,0.09867454509260434,451.0,4236.8,3785.8,1.42445185368731,1094,1201,1711,51,189,754,5000,0.2188,0.2402,0.3422,0.0102,0.0378,0.1508,1390,0.278
34000,0.276,0.7168,0.0072,70.31019703115538,0.09040279575199635,19.0,3315.2,3296.2,1.4247012564705828,882,992,3074,4,28,20,5000,0.1764,0.1984,0.6148,0.0008,0.0056,0.004,1020,0.204
34100,0.262,0.6696,0.0684,63.87836803099944,0.15155511961328214,140.0,3220.8,3080.8,1.4245746651026336,790,1030,2746,10,174,250,5000,0.158,0.206,0.5492,0.002,0.0348,0.05,1204,0.2408
34200,0.306,0.584,0.11,70.86959852916931,0.09255370574334541,279.0,3742.4,3463.4,1.4241255321637376,980,1076,2259,24,246,415,5000,0.196,0.2152,0.4518,0.0048,0.0492,0.083,1322,0.2644
34300,0.3284,0.5968,0.0748,72.5692910334561,0.07631077098183152,209.0,3965.6000000000004,3756.6000000000004,1.4239359276967876,1079,1091,2331,35,215,249,5000,0.2158,0.2182,0.4662,0.007,0.043,0.0498,1306,0.2612
34400,0.2604,0.5604,0.1792,69.60483904005848,0.09420690521789415,460.0,3166.0,2706.0,1.423834195348832,759,1027,2111,59,355,689,5000,0.1518,0.2054,0.4222,0.0118,0.071,0.1378,1382,0.2764
34500,0.3244,0.5844,0.0912,72.58507529833727,0.07945781867545376,229.0,3929.2000000000003,3700.2000000000003,1.4233742515941985,1028,1132,2229,56,254,301,5000,0.2056,0.2264,0.4458,0.0112,0.0508,0.0602,1386,0.2772
34600,0.356,0.5956,0.0484,74.8023348227253,0.07039251915209091,121.0,4343.2,4222.2,1.4234864231213826,1140,1259,2277,21,143,160,5000,0.228,0.2518,0.4554,0.0042,0.0286,0.032,1402,0.2804
34700,0.3036,0.5268,0.1696,69.88981729959939,0.09201404630288867,435.0,3676.0,3241.0,1.42323515619596,958,1078,1961,42,268,693,5000,0.1916,0.2156,0.3922,0.0084,0.0536,0.1386,1346,0.2692
34800,0.3668,0.5912,0.042,70.80959768721043,0.10442435182765648,105.0,4316.8,4211.8,1.4234935793103394,1208,1218,2287,34,120,133,5000,0.2416,0.2436,0.4574,0.0068,0.024,0.0266,1338,0.2676
34900,0.2964,0.5924,0.1112,72.68832943849797,0.0824910225657362,285.0,3685.9999999999995,3400.9999999999995,1.423363165616041,923,1086,2293,32,252,414,5000,0.1846,0.2172,0.4586,0.0064,0.0504,0.0828,1338,0.2676
35000,0.2352,0.688,0.0768,65.4139117191073,0.12991510404335435,172.0,3006.0,2834.0,1.4234948479999947,682,981,2871,7,157,302,5000,0.1364,0.1962,0.5742,0.0014,0.0314,0.0604,1138,0.2276
35100,0.28,0.6048,0.1152,70.98600967030528,0.08767590729520255,276.0,3406.4,3130.4,1.423523441595437,879,1020,2381,22,266,432,5000,0.1758,0.204,0.4762,0.0044,0.0532,0.0864,1286,0.2572
35200,0.4088,0.5336,0.0576,72.57280625943939,0.08372333201541962,160.0,4650.0,4490.0,1.4232813454545408,1426,1198,1996,38,146,196,5000,0.2852,0.2396,0.3992,0.0076,0.0292,0.0392,1344,0.2688
35300,0.3748,0.5668,0.0584,70.01356159946182,0.10577106506612972,133.0,4254.4,4121.4,1.423485146742205,1292,1140,2201,24,126,217,5000,0.2584,0.228,0.4402,0.0048,0.0252,0.0434,1266,0.2532
35400,0.2912,0.5184,0.1904,69.18859091256807,0.09160526241579896,487.0,3455.6,2968.6,1.4233337129943449,951,952,1948,58,336,755,5000,0.1902,0.1904,0.3896,0.0116,0.0672,0.151,1288,0.2576
35500,0.356,0.6352,0.0088,72.07234637296445,0.09762778710448282,21.0,4297.200000000001,4276.200000000001,1.4236109588732337,1179,1200,2555,2,42,22,5000,0.2358,0.24,0.511,0.0004,0.0084,0.0044,1242,0.2484
35600,0.3528,0.6328,0.0144,68.5842498245891,0.1200125088095114,33.0,3955.2,3922.2,1.4238647213483095,1234,1050,2613,10,52,41,5000,0.2468,0.21,0.5226,0.002,0.0104,0.0082,1102,0.2204
35700,0.3452,0.6248,0.03,69.89306724092452,0.1131734916019648,78.0,4075.6000000000004,3997.6000000000004,1.4242392963585382,1143,1138,2512,28,86,93,5000,0.2286,0.2276,0.5024,0.0056,0.0172,0.0186,1224,0.2448
35800,0.2256,0.6296,0.1448,66.08774536655119,0.12025667175387324,360.0,2730.4,2370.4,1.42405983910614,701,817,2594,37,291,560,5000,0.1402,0.1634,0.5188,0.0074,0.0582,0.112,1108,0.2216
35900,0.3484,0.5904,0.0612,72.50574708276542,0.09381323557559666,146.0,4282.0,4136.0,1.4239567286908021,1140,1187,2272,17,173,211,5000,0.228,0.2374,0.4544,0.0034,0.0346,0.0422,1360,0.272
36000,0.3348,0.6264,0.0388,66.98539215463578,0.13609644573455817,107.0,4108.4,4001.3999999999996,1.4240124822222173,1074,1178,2478,22,130,118,5000,0.2148,0.2356,0.4956,0.0044,0.026,0.0236,1308,0.2616
36100,0.2332,0.5912,0.1756,66.45955890946766,0.11858138781414439,403.0,2965.6,2562.6,1.4241889972299107,696,916,2369,24,258,737,5000,0.1392,0.1832,0.4738,0.0048,0.0516,0.1474,1174,0.2348
36200,0.3348,0.5288,0.1364,70.6877114729847,0.08463744368539673,355.0,3833.2000000000003,3478.2000000000003,1.423618901657453,1123,1037,1986,65,279,510,5000,0.2246,0.2074,0.3972,0.013,0.0558,0.102,1316,0.2632
36300,0.2544,0.5408,0.2048,68.94868598180996,0.08952305557183479,489.0,3102.0,2613.0,1.4233990699724455,833,831,2155,47,267,867,5000,0.1666,0.1662,0.431,0.0094,0.0534,0.1734,1098,0.2196
36400,0.2876,0.5896,0.1228,67.02000842745564,0.1249064654396764,292.0,3528.0,3236.0,1.4233258483516436,933,991,2345,19,215,497,5000,0.1866,0.1982,0.469,0.0038,0.043,0.0994,1206,0.2412
36500,0.3284,0.5696,0.102,71.04912527516848,0.09092517766161787,247.0,3915.2,3668.2,1.4235037589041046,1042,1153,2113,47,317,328,5000,0.2084,0.2306,0.4226,0.0094,0.0634,0.0656,1470,0.294
36600,0.3596,0.5836,0.0568,73.07118145390797,0.08760184527633418,159.0,4333.2,4174.2,1.423644799999996,1169,1238,2221,20,156,196,5000,0.2338,0.2476,0.4442,0.004,0.0312,0.0392,1394,0.2788
36700,0.2536,0.7196,0.0268,64.43484257543925,0.14540291482893025,55.0,3009.2,2954.2,1.4238683226158015,791,953,3088,1,67,100,5000,0.1582,0.1906,0.6176,0.0002,0.0134,0.02,1020,0.204
36800,0.4108,0.5444,0.0448,67.75422213724119,0.12920137368885165,101.0,4698.0,4597.0,1.4236066760869548,1431,1220,2035,26,154,134,5000,0.2862,0.244,0.407,0.0052,0.0308,0.0268,1374,0.2748
36900,0.272,0.4784,0.2496,67.29099310603446,0.12153570630860769,614.0,3278.4,2664.4,1.4237392932249304,895,907,1813,23,251,1111,5000,0.179,0.1814,0.3626,0.0046,0.0502,0.2222,1158,0.2316
37000,0.346,0.6176,0.0364,69.22457266922605,0.11887966913928363,91.0,4173.2,4082.2,1.4237496345945913,1179,1100,2506,2,64,149,5000,0.2358,0.22,0.5012,0.0004,0.0128,0.0298,1164,0.2328
37100,0.2728,0.5896,0.1376,62.250184140616724,0.17361729809828244,304.0,3159.6,2855.6,1.4237417530997245,920,868,2389,20,250,553,5000,0.184,0.1736,0.4778,0.004,0.05,0.1106,1118,0.2236
37200,0.3304,0.5836,0.086,69.31250390600026,0.10903367285162568,221.0,3920.0,3699.0,1.423542690322574,1099,1072,2282,34,200,313,5000,0.2198,0.2144,0.4564,0.0068,0.04,0.0626,1272,0.2544
37300,0.306,0.6228,0.0712,70.89090337931572,0.09235997274472955,182.0,3701.2,3519.2,1.4236975142091088,993,1046,2495,28,192,246,5000,0.1986,0.2092,0.499,0.0056,0.0384,0.0492,1238,0.2476
37400,0.3576,0.5632,0.0792,71.99159982104436,0.09695824829665856,204.0,4312.4,4108.4,1.4235214973261965,1183,1187,2140,23,165,302,5000,0.2366,0.2374,0.428,0.0046,0.033,0.0604,1352,0.2704
37500,0.324,0.6072,0.0688,71.4773116682963,0.08700335006248362,174.0,4036.3999999999996,3862.3999999999996,1.4235844330666612,987,1241,2332,25,167,248,5000,0.1974,0.2482,0.4664,0.005,0.0334,0.0496,1408,0.2816
