t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.89,0.11,0.0,92.65964137162022,0.02722239717976,0.0,3.440864000000001
500,0.91,0.09,0.0,93.58547374160796,0.020258440112507683,0.0,3.575610239999996
750,0.9152,0.0848,0.0,93.74809156924888,0.01906960409006925,0.0,3.6318126933333312
1000,0.9192,0.0808,0.0,93.84750096371602,0.018395061335895923,0.0,3.66272096
1250,0.9264,0.0736,0.0,93.95626793775011,0.017460222890143436,0.0,3.6832975359999995
1500,0.9284,0.0716,0.0,94.00973903940174,0.01709766096222429,0.0,3.699092906666664
1750,0.9288,0.0712,0.0,94.04500903153014,0.016808940764695923,0.0,3.7109368685714297
2000,0.928,0.072,0.0,94.05343541273393,0.016767541090807882,0.0,3.7199742400000004
2250,0.9304,0.0696,0.0,94.10782501659223,0.016307963172891116,0.0,3.727398400000002
2500,0.9352,0.0648,0.0,94.13778331818364,0.016119261837347017,0.0,3.733682304000002
2750,0.9364,0.0636,0.0,94.14451112031043,0.01604591985508528,0.0,3.739181149090913
3000,0.9372,0.0628,0.0,94.17113127576354,0.015851648098056937,0.0,3.7437145600000004
3250,0.9412,0.0588,0.0,94.28859671611504,0.014970036453083597,0.0,3.748230104615386
3500,0.9404,0.0596,0.0,94.30018974281238,0.01490842995010188,0.0,3.752766811428574
3750,0.9436,0.0564,0.0,94.33351997274174,0.014628080595153362,0.0,3.7568510293333373
4000,0.9396,0.0604,0.0,94.28738401049681,0.015030156514641832,0.0,3.7603436800000036
4250,0.9388,0.0612,0.0,94.2947630610623,0.0149670229121967,0.0,3.7633249882352935
4500,0.9388,0.0612,0.0,94.29501950197013,0.01497094262902325,0.0,3.7659940977777753
4750,0.9392,0.0608,0.0,94.30752589354816,0.01486236245078618,0.0,3.768352538947365
5000,0.9408,0.0592,0.0,94.30366400426247,0.014909748786930905,0.0,3.770476799999998
5250,0.94,0.06,0.0,94.2900141836982,0.015008137422757818,0.0,3.7724045409523765
5500,0.9432,0.0568,0.0,94.32359682846545,0.014735479462908423,0.0,3.7741966545454466
5750,0.9428,0.0572,0.0,94.30114252242566,0.014912566695895958,0.0,3.775888250434777
6000,0.9416,0.0584,0.0,94.30073474346196,0.014913724604090163,0.0,3.7773923199999913
6250,0.9416,0.0584,0.0,94.32176747945775,0.01472567176000107,0.0,3.778868326399993
6500,0.9412,0.0588,0.0,94.32135085398461,0.014743737105995233,0.0,3.780222769230763
6750,0.94,0.06,0.0,94.30561140003591,0.014875664271887676,0.0,3.781454885925917
7000,0.9412,0.0588,0.0,94.34509343141539,0.014550030996567773,0.0,3.782717988571421
7250,0.944,0.056,0.0,94.37926439909562,0.014243460452729253,0.0,3.7839656606896526
7500,0.9436,0.0564,0.0,94.39763097765508,0.01408076423854423,0.0,3.785210965333342
7750,0.9444,0.0556,0.0,94.38588263915187,0.014183493774819884,0.0,3.786373945806486
8000,0.9424,0.0576,0.0,94.38851651982826,0.014165815842236454,0.0,3.787456360000042
8250,0.9408,0.0592,0.0,94.3875672764053,0.014181943304474144,0.0,3.78847189333337
8500,0.942,0.058,0.0,94.38782231575458,0.014172884162224765,0.0,3.789427877647096
8750,0.9408,0.0592,0.0,94.38631808406376,0.014193985399933577,0.0,3.7903309165714583
9000,0.9408,0.0592,0.0,94.39905208100087,0.014081186791550751,0.0,3.791187662222257
9250,0.9408,0.0592,0.0,94.38622785351217,0.01419314645816195,0.0,3.791986127567605
