t,frac_C,frac_D,frac_L,avg_res,CC_ratio,CD_ratio,DD_ratio,CL_ratio,DL_ratio,LL_ratio,C_perimeter,D_perimeter,L_perimeter,C_perimeter_ratio,D_perimeter_ratio,L_perimeter_ratio
5239,0.2528,0.5884,0.1588,69.9430124995603,0.1544,0.1902,0.4756,0.0066,0.0354,0.1378,984,1128,210,0.1968,0.2256,0.042
5240,0.2456,0.5928,0.1616,69.8266246812518,0.1484,0.1876,0.4828,0.0068,0.0324,0.142,972,1100,196,0.1944,0.22,0.0392
5241,0.2416,0.598,0.1604,69.69116713042578,0.1502,0.1774,0.4932,0.0054,0.0322,0.1416,914,1048,188,0.1828,0.2096,0.0376
5242,0.2356,0.598,0.1664,69.53919580888396,0.1474,0.1714,0.4936,0.005,0.0374,0.1452,882,1044,212,0.1764,0.2088,0.0424
5243,0.2344,0.5908,0.1748,69.37018879936453,0.1472,0.1692,0.488,0.0052,0.0364,0.154,872,1028,208,0.1744,0.2056,0.0416
5244,0.2324,0.586,0.1816,69.20848108825336,0.1464,0.1664,0.484,0.0056,0.0376,0.16,860,1020,216,0.172,0.204,0.0432
5245,0.2224,0.5884,0.1892,69.04810500433321,0.1428,0.1548,0.4918,0.0044,0.0384,0.1678,796,966,214,0.1592,0.1932,0.0428
5246,0.2312,0.5712,0.1976,68.85088718491592,0.1466,0.1654,0.4688,0.0038,0.0394,0.176,846,1024,216,0.1692,0.2048,0.0432
5247,0.2344,0.558,0.2076,68.71220627118026,0.1472,0.1686,0.4534,0.0058,0.0406,0.1844,872,1046,232,0.1744,0.2092,0.0464
5248,0.2368,0.5488,0.2144,68.5959673921518,0.154,0.1606,0.4484,0.005,0.0402,0.1918,828,1004,226,0.1656,0.2008,0.0452
5249,0.2496,0.5296,0.2208,68.48700994211714,0.1658,0.1626,0.429,0.005,0.0386,0.199,838,1006,218,0.1676,0.2012,0.0436
5250,0.258,0.5212,0.2208,68.43317549899278,0.167,0.1764,0.4126,0.0056,0.0408,0.1976,910,1086,232,0.182,0.2172,0.0464
5251,0.2556,0.5188,0.2256,68.41847041355017,0.1666,0.1732,0.4106,0.0048,0.0432,0.2016,890,1082,240,0.178,0.2164,0.048
5252,0.2644,0.506,0.2296,68.38998198875728,0.1804,0.1632,0.4016,0.0048,0.0456,0.2044,840,1044,252,0.168,0.2088,0.0504
5253,0.2736,0.4956,0.2308,68.38259891232205,0.1872,0.1668,0.3896,0.006,0.0452,0.2052,864,1060,256,0.1728,0.212,0.0512
5254,0.2832,0.4856,0.2312,68.40670754157037,0.1914,0.1782,0.3712,0.0054,0.0506,0.2032,918,1144,280,0.1836,0.2288,0.056
5255,0.2896,0.4788,0.2316,68.47402718059527,0.193,0.1872,0.3594,0.006,0.0516,0.2028,966,1194,288,0.1932,0.2388,0.0576
5256,0.282,0.4848,0.2332,68.56682449938532,0.184,0.191,0.3626,0.005,0.0534,0.204,980,1222,292,0.196,0.2444,0.0584
5257,0.2812,0.4824,0.2364,68.63060216095657,0.1822,0.1928,0.3572,0.0052,0.0576,0.205,990,1252,314,0.198,0.2504,0.0628
5258,0.2744,0.492,0.2336,68.69074905733794,0.1774,0.1882,0.3688,0.0058,0.0582,0.2016,970,1232,320,0.194,0.2464,0.064
5259,0.2792,0.4836,0.2372,68.71129641199887,0.1834,0.1852,0.3604,0.0064,0.0612,0.2034,958,1232,338,0.1916,0.2464,0.0676
5260,0.2828,0.476,0.2412,68.74875335352587,0.187,0.1844,0.3522,0.0072,0.0632,0.206,958,1238,352,0.1916,0.2476,0.0704
5261,0.2776,0.4844,0.238,68.8030236545288,0.1864,0.1712,0.3706,0.0112,0.0564,0.2042,912,1138,338,0.1824,0.2276,0.0676
5262,0.28,0.486,0.234,68.81116795371084,0.1886,0.1748,0.3696,0.008,0.058,0.201,914,1164,330,0.1828,0.2328,0.066
5263,0.28,0.4888,0.2312,68.83670858097379,0.1952,0.1606,0.3806,0.009,0.0558,0.1988,848,1082,324,0.1696,0.2164,0.0648
5264,0.2916,0.4796,0.2288,68.8428773927782,0.2018,0.1698,0.3666,0.0098,0.0562,0.1958,898,1130,330,0.1796,0.226,0.066
5265,0.3072,0.4712,0.2216,68.90087106377199,0.218,0.167,0.3598,0.0114,0.0558,0.188,892,1114,336,0.1784,0.2228,0.0672
5266,0.3176,0.4624,0.22,69.00237339942271,0.2246,0.172,0.347,0.014,0.0588,0.1836,930,1154,364,0.186,0.2308,0.0728
5267,0.3448,0.4336,0.2216,69.13694729214372,0.2412,0.1922,0.3094,0.015,0.0562,0.186,1036,1242,356,0.2072,0.2484,0.0712
5268,0.3496,0.436,0.2144,69.38843837937131,0.249,0.1872,0.3142,0.014,0.0564,0.1792,1006,1218,352,0.2012,0.2436,0.0704
5269,0.3636,0.432,0.2044,69.63361368074266,0.2544,0.205,0.2996,0.0134,0.0598,0.1678,1092,1324,366,0.2184,0.2648,0.0732
5270,0.3568,0.45,0.1932,69.92826351073225,0.253,0.1938,0.3232,0.0138,0.0598,0.1564,1038,1268,368,0.2076,0.2536,0.0736
5271,0.3548,0.4536,0.1916,70.15495529942902,0.253,0.1908,0.3272,0.0128,0.062,0.1542,1018,1264,374,0.2036,0.2528,0.0748
5272,0.3584,0.4536,0.188,70.35558344020366,0.2556,0.1944,0.3232,0.0112,0.0664,0.1492,1028,1304,388,0.2056,0.2608,0.0776
5273,0.3692,0.4508,0.18,70.56085318977229,0.2626,0.2004,0.3218,0.0128,0.0576,0.1448,1066,1290,352,0.2132,0.258,0.0704
5274,0.3672,0.4612,0.1716,70.79120280086322,0.2602,0.2024,0.3322,0.0116,0.0556,0.138,1070,1290,336,0.214,0.258,0.0672
5275,0.3664,0.4644,0.1692,70.99757190597083,0.26,0.202,0.3336,0.0108,0.0596,0.134,1064,1308,352,0.2128,0.2616,0.0704
5276,0.3788,0.458,0.1632,71.18750253752391,0.2682,0.2086,0.3252,0.0126,0.057,0.1284,1106,1328,348,0.2212,0.2656,0.0696
5277,0.382,0.464,0.154,71.41186063922648,0.2672,0.2168,0.3278,0.0128,0.0556,0.1198,1148,1362,342,0.2296,0.2724,0.0684
5278,0.3876,0.4648,0.1476,71.63591301788131,0.275,0.2132,0.3296,0.012,0.0572,0.113,1126,1352,346,0.2252,0.2704,0.0692
5279,0.404,0.4548,0.1412,71.86161266116602,0.288,0.218,0.3202,0.014,0.0512,0.1086,1160,1346,326,0.232,0.2692,0.0652
5280,0.4056,0.4668,0.1276,72.13452420482065,0.2876,0.2222,0.3314,0.0138,0.0486,0.0964,1180,1354,312,0.236,0.2708,0.0624
5281,0.4112,0.4712,0.1176,72.39358980698574,0.292,0.2258,0.333,0.0126,0.0506,0.086,1192,1382,316,0.2384,0.2764,0.0632
5282,0.4084,0.4824,0.1092,72.65842741613928,0.2852,0.2332,0.3406,0.0132,0.0504,0.0774,1232,1418,318,0.2464,0.2836,0.0636
5283,0.412,0.486,0.102,72.89660361517659,0.282,0.2474,0.3374,0.0126,0.0498,0.0708,1300,1486,312,0.26,0.2972,0.0624
5284,0.4044,0.5008,0.0948,73.14391035125188,0.2756,0.2466,0.3534,0.011,0.0482,0.0652,1288,1474,296,0.2576,0.2948,0.0592
5285,0.3896,0.5196,0.0908,73.34290609492224,0.2622,0.2452,0.372,0.0096,0.05,0.061,1274,1476,298,0.2548,0.2952,0.0596
5286,0.3788,0.534,0.0872,73.4706596724437,0.249,0.2502,0.383,0.0094,0.0518,0.0566,1298,1510,306,0.2596,0.302,0.0612
5287,0.364,0.5532,0.0828,73.5544018709502,0.2422,0.2364,0.4124,0.0072,0.0452,0.0566,1218,1408,262,0.2436,0.2816,0.0524
5288,0.356,0.5564,0.0876,73.5659954935903,0.2362,0.2318,0.4198,0.0078,0.0414,0.063,1198,1366,246,0.2396,0.2732,0.0492
5289,0.3644,0.5536,0.082,73.54886198485869,0.2432,0.235,0.4164,0.0074,0.0394,0.0586,1212,1372,234,0.2424,0.2744,0.0468
5290,0.3528,0.5708,0.0764,73.56992590725723,0.234,0.2306,0.4356,0.007,0.0398,0.053,1188,1352,234,0.2376,0.2704,0.0468
5291,0.3592,0.5708,0.07,73.54432014759811,0.2398,0.2316,0.4354,0.0072,0.0392,0.0468,1194,1354,232,0.2388,0.2708,0.0464
5292,0.3612,0.5728,0.066,73.54507800869641,0.2396,0.2362,0.4356,0.007,0.0382,0.0434,1216,1372,226,0.2432,0.2744,0.0452
5293,0.3544,0.5828,0.0628,73.55937240686286,0.236,0.2292,0.4516,0.0076,0.0332,0.0424,1184,1312,204,0.2368,0.2624,0.0408
5294,0.3572,0.5872,0.0556,73.54049106564983,0.2374,0.2324,0.4556,0.0072,0.0308,0.0366,1198,1316,190,0.2396,0.2632,0.038
5295,0.346,0.6024,0.0516,73.53584995259693,0.226,0.2318,0.4724,0.0082,0.0282,0.0334,1200,1300,182,0.24,0.26,0.0364
5296,0.3404,0.612,0.0476,73.48817271785308,0.2192,0.2362,0.4814,0.0062,0.025,0.032,1212,1306,156,0.2424,0.2612,0.0312
5297,0.3436,0.6128,0.0436,73.43127863320383,0.2248,0.2316,0.4846,0.006,0.0248,0.0282,1188,1282,154,0.2376,0.2564,0.0308
5298,0.3444,0.612,0.0436,73.38447794337648,0.221,0.2426,0.4774,0.0042,0.0266,0.0282,1234,1346,154,0.2468,0.2692,0.0308
5299,0.3556,0.6024,0.042,73.36088926399742,0.2238,0.2586,0.4618,0.005,0.0226,0.0282,1318,1406,138,0.2636,0.2812,0.0276
5300,0.3516,0.61,0.0384,73.39370846936684,0.2236,0.251,0.4732,0.005,0.0226,0.0246,1280,1368,138,0.256,0.2736,0.0276
5301,0.342,0.6232,0.0348,73.39533668042942,0.2116,0.255,0.4856,0.0058,0.0202,0.0218,1304,1376,130,0.2608,0.2752,0.026
5302,0.3372,0.6284,0.0344,73.35860523665816,0.2102,0.2482,0.494,0.0058,0.0206,0.0212,1270,1344,132,0.254,0.2688,0.0264
5303,0.3328,0.6352,0.032,73.29657370339464,0.203,0.2542,0.498,0.0054,0.0202,0.0192,1298,1372,128,0.2596,0.2744,0.0256
5304,0.3172,0.654,0.0288,73.22675364182098,0.1934,0.2416,0.5238,0.006,0.0188,0.0164,1238,1302,124,0.2476,0.2604,0.0248
5305,0.3124,0.6636,0.024,73.08530181773241,0.1878,0.2452,0.5338,0.004,0.0144,0.0148,1246,1298,92,0.2492,0.2596,0.0184
5306,0.3144,0.6636,0.022,72.93887127154339,0.1906,0.2438,0.5352,0.0038,0.013,0.0136,1238,1284,84,0.2476,0.2568,0.0168
5307,0.306,0.6724,0.0216,72.80655764479926,0.1816,0.245,0.5438,0.0038,0.0122,0.0136,1244,1286,80,0.2488,0.2572,0.016
5308,0.2988,0.6816,0.0196,72.65286199099086,0.1732,0.2478,0.5514,0.0034,0.0126,0.0116,1256,1302,80,0.2512,0.2604,0.016
5309,0.2808,0.702,0.0172,72.4858944379853,0.1624,0.2344,0.58,0.0024,0.0096,0.0112,1184,1220,60,0.2368,0.244,0.012
5310,0.2804,0.7048,0.0148,72.24933761627591,0.1668,0.226,0.5876,0.0012,0.0084,0.01,1136,1172,48,0.2272,0.2344,0.0096
5311,0.2764,0.7092,0.0144,72.01680174151936,0.1666,0.2188,0.5962,0.0008,0.0072,0.0104,1098,1130,40,0.2196,0.226,0.008
5312,0.2836,0.7032,0.0132,71.77529314468829,0.175,0.217,0.591,0.0002,0.0074,0.0094,1086,1122,38,0.2172,0.2244,0.0076
5313,0.2812,0.7056,0.0132,71.57085141544925,0.1708,0.22,0.5916,0.0008,0.008,0.0088,1104,1140,44,0.2208,0.228,0.0088
5314,0.27,0.718,0.012,71.3688959722979,0.1642,0.211,0.6082,0.0006,0.0086,0.0074,1058,1098,46,0.2116,0.2196,0.0092
5315,0.2716,0.7168,0.0116,71.12161501716575,0.1646,0.2134,0.605,0.0006,0.0102,0.0062,1070,1118,54,0.214,0.2236,0.0108
5316,0.2664,0.7208,0.0128,70.88995652803567,0.16,0.2116,0.6098,0.0012,0.0104,0.007,1064,1110,58,0.2128,0.222,0.0116
5317,0.2516,0.7348,0.0136,70.64255242563195,0.1504,0.202,0.6274,0.0004,0.0128,0.007,1012,1074,66,0.2024,0.2148,0.0132
5318,0.2412,0.7408,0.018,70.33856604703648,0.1468,0.1878,0.6398,0.001,0.0142,0.0104,944,1010,76,0.1888,0.202,0.0152
5319,0.2404,0.7372,0.0224,69.99426762827117,0.1472,0.186,0.6352,0.0004,0.018,0.0132,932,1020,92,0.1864,0.204,0.0184
5320,0.2372,0.7348,0.028,69.66216177775351,0.1464,0.181,0.6338,0.0006,0.021,0.0172,908,1010,108,0.1816,0.202,0.0216
5321,0.2452,0.7164,0.0384,69.32964544478591,0.1548,0.1804,0.6156,0.0004,0.0212,0.0276,904,1008,108,0.1808,0.2016,0.0216
5322,0.2596,0.6948,0.0456,69.04731977100965,0.1642,0.1904,0.586,0.0004,0.0272,0.0318,954,1088,138,0.1908,0.2176,0.0276
5323,0.2584,0.69,0.0516,68.84299692477109,0.1634,0.1896,0.5812,0.0004,0.028,0.0374,950,1088,142,0.19,0.2176,0.0284
5324,0.2616,0.6788,0.0596,68.64199280436279,0.1636,0.195,0.5676,0.001,0.0274,0.0454,980,1112,142,0.196,0.2224,0.0284
5325,0.2688,0.6692,0.062,68.46993066383212,0.1638,0.2082,0.551,0.0018,0.0282,0.047,1050,1182,150,0.21,0.2364,0.03
5326,0.258,0.674,0.068,68.3441503146729,0.1598,0.1944,0.559,0.002,0.0356,0.0492,982,1150,188,0.1964,0.23,0.0376
5327,0.25,0.6772,0.0728,68.16969057095675,0.1522,0.1938,0.5632,0.0018,0.0342,0.0548,978,1140,180,0.1956,0.228,0.036
5328,0.2416,0.6756,0.0828,67.97482511171523,0.1484,0.1842,0.564,0.0022,0.039,0.0622,932,1116,206,0.1864,0.2232,0.0412
5329,0.2388,0.6724,0.0888,67.75505490057694,0.1474,0.18,0.5612,0.0028,0.0424,0.0662,914,1112,226,0.1828,0.2224,0.0452
5330,0.2408,0.6688,0.0904,67.53501320730331,0.152,0.1746,0.5614,0.003,0.0402,0.0688,888,1074,216,0.1776,0.2148,0.0432
5331,0.2512,0.6516,0.0972,67.33038033993901,0.16,0.1776,0.5428,0.0048,0.04,0.0748,912,1088,224,0.1824,0.2176,0.0448
5332,0.2476,0.6516,0.1008,67.17965422347885,0.1566,0.1768,0.5436,0.0052,0.0392,0.0786,910,1080,222,0.182,0.216,0.0444
5333,0.2432,0.6528,0.104,67.02389493699856,0.1508,0.1794,0.5436,0.0054,0.039,0.0818,924,1092,222,0.1848,0.2184,0.0444
5334,0.252,0.6452,0.1028,66.86571411905415,0.157,0.185,0.53,0.005,0.0454,0.0776,950,1152,252,0.19,0.2304,0.0504
5335,0.254,0.6464,0.0996,66.75361591465105,0.1614,0.1806,0.5328,0.0046,0.0466,0.074,926,1136,256,0.1852,0.2272,0.0512
5336,0.2512,0.644,0.1048,66.64274200694442,0.1558,0.1874,0.528,0.0034,0.0446,0.0808,954,1160,240,0.1908,0.232,0.048
5337,0.2392,0.6488,0.112,66.53711109017308,0.145,0.185,0.5326,0.0034,0.0474,0.0866,942,1162,254,0.1884,0.2324,0.0508
5338,0.2356,0.6488,0.1156,66.39203885470975,0.1398,0.187,0.529,0.0046,0.0526,0.087,958,1198,286,0.1916,0.2396,0.0572
5339,0.2392,0.6364,0.1244,66.2406509534733,0.1406,0.1924,0.5148,0.0048,0.0508,0.0966,986,1216,278,0.1972,0.2432,0.0556
5340,0.2284,0.6376,0.134,66.11938737322234,0.1338,0.183,0.5184,0.0062,0.0554,0.1032,946,1192,308,0.1892,0.2384,0.0616
5341,0.2384,0.6236,0.138,65.95633776281366,0.1404,0.1902,0.501,0.0058,0.055,0.1076,980,1226,304,0.196,0.2452,0.0608
5342,0.2536,0.6076,0.1388,65.84775137901494,0.1478,0.2058,0.4782,0.0058,0.053,0.1094,1058,1294,294,0.2116,0.2588,0.0588
5343,0.2424,0.6172,0.1404,65.81694306042498,0.1396,0.1986,0.4896,0.007,0.0566,0.1086,1028,1276,318,0.2056,0.2552,0.0636
5344,0.2292,0.6284,0.1424,65.73273285558605,0.1296,0.193,0.5016,0.0062,0.0606,0.109,996,1268,334,0.1992,0.2536,0.0668
5345,0.2436,0.6112,0.1452,65.5953852694822,0.1472,0.1872,0.4884,0.0056,0.0584,0.1132,964,1228,320,0.1928,0.2456,0.064
5346,0.2472,0.604,0.1488,65.51342368280604,0.1546,0.177,0.4866,0.0082,0.0578,0.1158,926,1174,330,0.1852,0.2348,0.066
5347,0.2544,0.5932,0.1524,65.43164387408055,0.1632,0.172,0.4778,0.0104,0.0588,0.1178,912,1154,346,0.1824,0.2308,0.0692
5348,0.262,0.5788,0.1592,65.36988654874504,0.1678,0.1776,0.4614,0.0108,0.0572,0.1252,942,1174,340,0.1884,0.2348,0.068
5349,0.27,0.5672,0.1628,65.34853007614252,0.1718,0.1834,0.4464,0.013,0.0582,0.1272,982,1208,356,0.1964,0.2416,0.0712
5350,0.2748,0.556,0.1692,65.36191528354546,0.169,0.1972,0.4268,0.0144,0.0612,0.1314,1058,1292,378,0.2116,0.2584,0.0756
5351,0.2856,0.5424,0.172,65.41323605955402,0.176,0.203,0.4096,0.0162,0.0626,0.1326,1096,1328,394,0.2192,0.2656,0.0788
5352,0.2808,0.5492,0.17,65.51008953574937,0.1694,0.2058,0.417,0.017,0.0586,0.1322,1114,1322,378,0.2228,0.2644,0.0756
5353,0.2816,0.5464,0.172,65.5875995300567,0.1762,0.1904,0.4236,0.0204,0.0552,0.1342,1054,1228,378,0.2108,0.2456,0.0756
5354,0.2908,0.5416,0.1676,65.6464327271901,0.1838,0.1936,0.4162,0.0204,0.0572,0.1288,1070,1254,388,0.214,0.2508,0.0776
5355,0.3,0.5436,0.1564,65.73916187316972,0.1924,0.1924,0.419,0.0228,0.0568,0.1166,1076,1246,398,0.2152,0.2492,0.0796
5356,0.3116,0.5424,0.146,65.84862333595564,0.2004,0.2042,0.4116,0.0182,0.0574,0.1082,1112,1308,378,0.2224,0.2616,0.0756
5357,0.3108,0.5488,0.1404,66.00935816773227,0.2006,0.2016,0.4196,0.0188,0.0568,0.1026,1102,1292,378,0.2204,0.2584,0.0756
5358,0.3096,0.5596,0.1308,66.15312017937012,0.1972,0.2064,0.4288,0.0184,0.0552,0.094,1124,1308,368,0.2248,0.2616,0.0736
5359,0.308,0.5696,0.1224,66.28779275161111,0.197,0.2056,0.44,0.0164,0.0536,0.0874,1110,1296,350,0.222,0.2592,0.07
5360,0.3068,0.578,0.1152,66.4086952789621,0.2016,0.1938,0.4536,0.0166,0.055,0.0794,1052,1244,358,0.2104,0.2488,0.0716
5361,0.314,0.5808,0.1052,66.50212975176443,0.2106,0.1908,0.4608,0.016,0.0492,0.0726,1034,1200,326,0.2068,0.24,0.0652
5362,0.3292,0.5804,0.0904,66.60938088554897,0.2262,0.1898,0.4634,0.0162,0.0442,0.0602,1030,1170,302,0.206,0.234,0.0604
5363,0.3352,0.5872,0.0776,66.75502206211898,0.231,0.1936,0.47,0.0148,0.0408,0.0498,1042,1172,278,0.2084,0.2344,0.0556
5364,0.3516,0.5732,0.0752,66.90973265071005,0.241,0.2072,0.4486,0.014,0.042,0.0472,1106,1246,280,0.2212,0.2492,0.056
5365,0.356,0.5784,0.0656,67.13058141374695,0.246,0.2084,0.4544,0.0116,0.0396,0.04,1100,1240,256,0.22,0.248,0.0512
5366,0.3712,0.5712,0.0576,67.34897465141027,0.253,0.2244,0.4402,0.012,0.0376,0.0328,1182,1310,248,0.2364,0.262,0.0496
5367,0.3736,0.5708,0.0556,67.61781480343184,0.2562,0.223,0.4412,0.0118,0.0362,0.0316,1174,1296,240,0.2348,0.2592,0.048
5368,0.3768,0.5728,0.0504,67.8751571777527,0.2588,0.2258,0.443,0.0102,0.0338,0.0284,1180,1298,220,0.236,0.2596,0.044
5369,0.38,0.5732,0.0468,68.12925440514178,0.2594,0.234,0.439,0.0072,0.0344,0.026,1206,1342,208,0.2412,0.2684,0.0416
5370,0.3852,0.5712,0.0436,68.38994111612975,0.2656,0.2336,0.4396,0.0056,0.0296,0.026,1196,1316,176,0.2392,0.2632,0.0352
5371,0.3848,0.5756,0.0396,68.65406483061915,0.2604,0.2428,0.4404,0.006,0.0276,0.0228,1244,1352,168,0.2488,0.2704,0.0336
5372,0.3796,0.5848,0.0356,68.90770392786635,0.2596,0.2358,0.4532,0.0042,0.0274,0.0198,1200,1316,158,0.24,0.2632,0.0316
5373,0.3764,0.59,0.0336,69.12126460406579,0.2528,0.2434,0.4552,0.0038,0.0262,0.0186,1236,1348,150,0.2472,0.2696,0.03
5374,0.3624,0.6056,0.032,69.3192699784184,0.2398,0.2416,0.4724,0.0036,0.0248,0.0178,1226,1332,142,0.2452,0.2664,0.0284
5375,0.3588,0.6084,0.0328,69.45198218818521,0.2376,0.24,0.4764,0.0024,0.024,0.0196,1212,1320,132,0.2424,0.264,0.0264
5376,0.3536,0.6104,0.036,69.56924135431636,0.234,0.2374,0.4786,0.0018,0.0262,0.022,1196,1318,140,0.2392,0.2636,0.028
5377,0.3436,0.6168,0.0396,69.66457108802369,0.2286,0.2272,0.4908,0.0028,0.0248,0.0258,1150,1260,138,0.23,0.252,0.0276
5378,0.3392,0.618,0.0428,69.71159437882481,0.223,0.2308,0.488,0.0016,0.0292,0.0274,1162,1300,154,0.2324,0.26,0.0308
5379,0.342,0.6176,0.0404,69.75434936805816,0.225,0.233,0.4868,0.001,0.0286,0.0256,1170,1308,148,0.234,0.2616,0.0296
5380,0.3528,0.6028,0.0444,69.81079442912879,0.2284,0.2456,0.4646,0.0032,0.0308,0.0274,1244,1382,170,0.2488,0.2764,0.034
5381,0.3504,0.6024,0.0472,69.9194743266929,0.2298,0.2406,0.4654,0.0006,0.0334,0.0302,1206,1370,170,0.2412,0.274,0.034
5382,0.3508,0.596,0.0532,70.01478166043054,0.2346,0.2302,0.4638,0.0022,0.0342,0.035,1162,1322,182,0.2324,0.2644,0.0364
5383,0.352,0.5872,0.0608,70.09414116051097,0.2336,0.234,0.4526,0.0028,0.0352,0.0418,1184,1346,190,0.2368,0.2692,0.038
5384,0.3556,0.5792,0.0652,70.18176795429203,0.2382,0.2318,0.4462,0.003,0.0342,0.0466,1174,1330,186,0.2348,0.266,0.0372
5385,0.3576,0.572,0.0704,70.27630024109715,0.237,0.237,0.4362,0.0042,0.0346,0.051,1206,1358,194,0.2412,0.2716,0.0388
5386,0.3576,0.5724,0.07,70.38048121284781,0.2346,0.2426,0.4324,0.0034,0.0374,0.0496,1230,1400,204,0.246,0.28,0.0408
5387,0.3536,0.5752,0.0712,70.48325736210094,0.2364,0.2304,0.4422,0.004,0.0356,0.0514,1172,1330,198,0.2344,0.266,0.0396
5388,0.3608,0.5696,0.0696,70.54909983736661,0.243,0.2308,0.438,0.0048,0.0324,0.051,1178,1316,186,0.2356,0.2632,0.0372
5389,0.366,0.5652,0.0688,70.63311443247277,0.2484,0.2296,0.4336,0.0056,0.0336,0.0492,1176,1316,196,0.2352,0.2632,0.0392
5390,0.3768,0.5612,0.062,70.72464384060453,0.2576,0.2312,0.4312,0.0072,0.0288,0.044,1192,1300,180,0.2384,0.26,0.036
5391,0.3844,0.5548,0.0608,70.84102957429741,0.2618,0.2404,0.422,0.0048,0.0252,0.0458,1226,1328,150,0.2452,0.2656,0.03
5392,0.3856,0.5524,0.062,70.98980631105961,0.2576,0.2526,0.4118,0.0034,0.0286,0.046,1280,1406,160,0.256,0.2812,0.032
5393,0.3768,0.5656,0.0576,71.14971303677343,0.251,0.2482,0.4284,0.0034,0.0262,0.0428,1258,1372,148,0.2516,0.2744,0.0296
5394,0.3608,0.5888,0.0504,71.25696688144409,0.2392,0.24,0.4566,0.0032,0.0244,0.0366,1216,1322,138,0.2432,0.2644,0.0276
5395,0.354,0.5964,0.0496,71.28410390172131,0.2312,0.24,0.4634,0.0056,0.026,0.0338,1228,1330,158,0.2456,0.266,0.0316
5396,0.3544,0.6016,0.044,71.28118065206513,0.2322,0.238,0.4704,0.0064,0.0244,0.0286,1222,1312,154,0.2444,0.2624,0.0308
5397,0.338,0.6196,0.0424,71.27686203181281,0.2206,0.2264,0.4946,0.0084,0.0236,0.0264,1174,1250,160,0.2348,0.25,0.032
5398,0.342,0.6192,0.0388,71.19916172895377,0.2226,0.2324,0.4904,0.0064,0.0252,0.023,1194,1288,158,0.2388,0.2576,0.0316
5399,0.3344,0.6284,0.0372,71.1552249017252,0.2168,0.2286,0.5024,0.0066,0.0234,0.0222,1176,1260,150,0.2352,0.252,0.03
5400,0.334,0.63,0.036,71.08445450412599,0.2132,0.2358,0.5002,0.0058,0.0238,0.0212,1208,1298,148,0.2416,0.2596,0.0296
5401,0.318,0.6476,0.0344,71.03001937632934,0.2004,0.2306,0.5188,0.0046,0.027,0.0186,1176,1288,158,0.2352,0.2576,0.0316
5402,0.3192,0.648,0.0328,70.9172956456051,0.201,0.2298,0.5208,0.0066,0.0246,0.0172,1182,1272,156,0.2364,0.2544,0.0312
5403,0.3276,0.6408,0.0316,70.81524956207699,0.2096,0.2318,0.5138,0.0042,0.0222,0.0184,1180,1270,132,0.236,0.254,0.0264
5404,0.3272,0.6408,0.032,70.75952362157817,0.2038,0.244,0.509,0.0028,0.0196,0.0208,1234,1318,112,0.2468,0.2636,0.0224
5405,0.322,0.6464,0.0316,70.72559196137712,0.203,0.236,0.5192,0.002,0.0184,0.0214,1190,1272,102,0.238,0.2544,0.0204
5406,0.3256,0.64,0.0344,70.67109240323961,0.1972,0.2556,0.5016,0.0012,0.0212,0.0232,1284,1384,112,0.2568,0.2768,0.0224
5407,0.3076,0.6524,0.04,70.66356113730934,0.187,0.2394,0.5214,0.0018,0.0226,0.0278,1206,1310,122,0.2412,0.262,0.0244
5408,0.2988,0.6604,0.0408,70.57871601163933,0.1814,0.234,0.532,0.0008,0.0228,0.029,1174,1284,118,0.2348,0.2568,0.0236
5409,0.2976,0.6612,0.0412,70.46500145908392,0.1796,0.234,0.5332,0.002,0.022,0.0292,1180,1280,120,0.236,0.256,0.024
5410,0.2908,0.6668,0.0424,70.35646117005642,0.1766,0.226,0.5424,0.0024,0.0228,0.0298,1142,1244,126,0.2284,0.2488,0.0252
5411,0.2884,0.67,0.0416,70.22363419462235,0.1742,0.2258,0.5458,0.0026,0.0226,0.029,1142,1242,126,0.2284,0.2484,0.0252
5412,0.298,0.6616,0.0404,70.09167505574065,0.1828,0.2286,0.5372,0.0018,0.0202,0.0294,1152,1244,110,0.2304,0.2488,0.022
5413,0.2956,0.6604,0.044,70.00728221287154,0.1742,0.241,0.5296,0.0018,0.0206,0.0328,1214,1308,112,0.2428,0.2616,0.0224
5414,0.2888,0.664,0.0472,69.93715334370076,0.1722,0.2314,0.5368,0.0018,0.023,0.0348,1166,1272,124,0.2332,0.2544,0.0248
5415,0.292,0.6616,0.0464,69.83863883129092,0.1772,0.229,0.5342,0.0006,0.0258,0.0332,1148,1274,132,0.2296,0.2548,0.0264
5416,0.2928,0.6584,0.0488,69.75687418851841,0.1756,0.2326,0.5284,0.0018,0.0274,0.0342,1172,1300,146,0.2344,0.26,0.0292
5417,0.29,0.6568,0.0532,69.68534644871407,0.1752,0.2276,0.529,0.002,0.028,0.0382,1148,1278,150,0.2296,0.2556,0.03
5418,0.2968,0.6468,0.0564,69.60276242538109,0.179,0.2338,0.5146,0.0018,0.0306,0.0402,1178,1322,162,0.2356,0.2644,0.0324
5419,0.3004,0.6396,0.06,69.55722134857608,0.1806,0.2372,0.5068,0.0024,0.0284,0.0446,1198,1328,154,0.2396,0.2656,0.0308
5420,0.3004,0.6332,0.0664,69.528822886264,0.1874,0.2238,0.505,0.0022,0.0326,0.049,1130,1282,174,0.226,0.2564,0.0348
