allow_forced_l_in_cd,frac_C_mean,frac_D_mean,frac_L_mean,avg_res_mean,,sum_res_mean,,gini_mean,gini_std
FALSE,0.44511111111111107,0.554888888888889,0,15.478898416289013,,55724.03429864044,,0.42062048236999033,0.03812131702677261
TRUE,0.4654444444444444,0.4536666666666666,0.08088888888888889,18.124071119302936,,65246.656029490565,,0.3434076225981963,0.024766751077782295
