t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.1044,0.8956,0.0,-171.20702845396235,0.25668593103352755,0.0,0.31708928000000014
500,0.0196,0.9804,0.0,-377.35345265762936,0.197840012833196,0.0,0.26701440000000015
750,0.0,1.0,0.0,-624.9230526576293,0.1212833224073512,0.0,0.1812501333333334
1000,0.0,1.0,0.0,-874.9230526576293,0.08662789698481085,0.0,0.13593760000000005
1250,0.0,1.0,0.0,-1124.9230526576293,0.06737593642178556,0.0,0.10875008000000004
1500,0.0,1.0,0.0,-1374.9230526576293,0.055125080584516595,0.0,0.0906250666666667
1750,0.0,1.0,0.0,-1624.9230526576293,0.046643897353354155,0.0,0.0776786285714286
2000,0.0,1.0,0.0,-1874.9230526576296,0.0404244558025078,0.0,0.06796880000000002
2250,0.0,1.0,0.0,-2124.9230526576293,0.03566846525593846,0.0,0.06041671111111113
2500,0.0,1.0,0.0,-2374.9230526576293,0.0319137683178604,0.0,0.05437504000000002
2750,0.0,1.0,0.0,-2624.9230526576293,0.028874272713832222,0.0,0.04943185454545456
3000,0.0,1.0,0.0,-2874.9230526576293,0.026363399189135595,0.0,0.04531253333333335
3250,0.0,1.0,0.0,-3124.9230526576293,0.024254275320732297,0.0,0.04182695384615386
3500,0.0,1.0,0.0,-3374.9230526576293,0.022457621371716117,0.0,0.0388393142857143
3750,0.0,1.0,0.0,-3624.9230526576293,0.020908787020925468,0.0,0.03625002666666668
4000,0.0,1.0,0.0,-3874.9230526576293,0.019559806232353094,0.0,0.03398440000000001
4250,0.0,1.0,0.0,-4124.923052657629,0.01837434131684691,0.0,0.031985317647058836
4500,0.0,1.0,0.0,-4374.923052657629,0.017324360488859256,0.0,0.030208355555555566
4750,0.0,1.0,0.0,-4624.923052657629,0.016387892990286274,0.0,0.028618442105263167
5000,0.0,1.0,0.0,-4874.923052657629,0.015547474956336373,0.0,0.02718752000000001
5250,0.0,1.0,0.0,-5124.923052657629,0.014789050156754557,0.0,0.0258928761904762
5500,0.0,1.0,0.0,-5374.923052657629,0.014101177511329329,0.0,0.02471592727272728
5750,0.0,1.0,0.0,-5624.923052657629,0.013474449937488702,0.0,0.023641321739130444
6000,0.0,1.0,0.0,-5874.923052657629,0.012901061579176788,0.0,0.022656266666666675
6250,0.0,1.0,0.0,-6124.923052657629,0.012374481021826807,0.0,0.021750016000000007
6500,0.0,1.0,0.0,-6374.923052657629,0.011889201398856769,0.0,0.02091347692307693
6750,0.0,1.0,0.0,-6624.923052657629,0.01144054707848367,0.0,0.02013890370370371
7000,0.0,1.0,0.0,-6874.923052657629,0.01102452252843212,0.0,0.01941965714285715
7250,0.0,1.0,0.0,-7124.923052657629,0.010637692998942678,0.0,0.018750013793103454
7500,0.0,1.0,0.0,-7374.923052657629,0.010277089473896092,0.0,0.01812501333333334
7750,0.0,1.0,0.0,-7624.923052657629,0.009940132320265733,0.0,0.017540335483870975
8000,0.0,1.0,0.0,-7874.923052657629,0.009624569480673568,0.0,0.016992200000000006
8250,0.0,1.0,0.0,-8124.923052657631,0.00932842607665926,0.0,0.016477284848484854
8500,0.0,1.0,0.0,-8374.92305265763,0.009049963038312327,0.0,0.015992658823529418
8750,0.0,1.0,0.0,-8624.92305265763,0.008787642928815126,0.0,0.01553572571428572
9000,0.0,1.0,0.0,-8874.92305265763,0.008540101545169449,0.0,0.015104177777777783
9250,0.0,1.0,0.0,-9124.92305265763,0.00830612418733622,0.0,0.014695956756756761
9500,0.0,1.0,0.0,-9374.92305265763,0.008084625724343993,0.0,0.014309221052631584
9750,0.0,1.0,0.0,-9624.92305265763,0.007874633767002794,0.0,0.013942317948717954
10000,0.0,1.0,0.0,-9874.92305265763,0.007675274396681334,0.0,0.013593760000000005
10250,0.0,1.0,0.0,-9969.56225265763,0.0025907036442223085,0.0,0.013262204878048784
10500,0.0,1.0,0.0,-9999.05425265763,6.917316875569877e-05,0.0,0.0129464380952381
10750,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.012645358139534888
11000,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.01235796363636364
11250,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.012083342222222227
11500,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.011820660869565222
11750,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.011569157446808514
12000,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.011328133333333337
12250,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.011096946938775514
12500,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.010875008000000004
12750,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.010661772549019611
13000,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.010456738461538466
13250,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.010259441509433967
13500,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.010069451851851855
13750,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.009886370909090912
14000,0.0,1.0,0.0,-9999.58825265763,1.6563690592943264e-05,0.0,0.009709828571428575
