t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.1472,0.8528,0.0,-145.82721663441063,0.32091840690891177,0.0,0.4221139199999999
500,0.0396,0.9604,0.0,-252.99638621259575,0.34251462224059753,0.0,0.5024313599999998
750,0.0,1.0,0.0,-496.41113220329237,0.1837756904945787,0.0,0.34409642666666657
1000,0.0,1.0,0.0,-746.4111322032925,0.12222258572238003,0.0,0.2580723199999999
1250,0.0,1.0,0.0,-996.4111322032925,0.09155688414292307,0.0,0.20645785599999994
1500,0.0,1.0,0.0,-1246.4111322032925,0.07319278224721128,0.0,0.17204821333333328
1750,0.0,1.0,0.0,-1496.4111322032925,0.06096472862744112,0.0,0.1474698971428571
2000,0.0,1.0,0.0,-1746.411132203292,0.05223758421349559,0.0,0.12903615999999996
2250,0.0,1.0,0.0,-1996.4111322032925,0.045696148011944646,0.0,0.11469880888888885
2500,0.0,1.0,0.0,-2246.4111322032923,0.04061068665573182,0.0,0.10322892799999997
2750,0.0,1.0,0.0,-2496.4111322032923,0.036543779753673435,0.0,0.09384447999999997
3000,0.0,1.0,0.0,-2746.4111322032923,0.033217276728946366,0.0,0.08602410666666664
3250,0.0,1.0,0.0,-2996.4111322032923,0.030445854912698356,0.0,0.07940686769230768
3500,0.0,1.0,0.0,-3246.4111322032923,0.028101277033245116,0.0,0.07373494857142855
3750,0.0,1.0,0.0,-3496.4111322032927,0.02609198264746611,0.0,0.06881928533333331
4000,0.0,1.0,0.0,-3746.4111322032927,0.024350850819782718,0.0,0.06451807999999998
4250,0.0,1.0,0.0,-3996.4111322032927,0.02282755591754141,0.0,0.060722898823529395
4500,0.0,1.0,0.0,-4246.411132203293,0.021483623641152458,0.0,0.057349404444444425
4750,0.0,1.0,0.0,-4496.411132203293,0.020289136359546527,0.0,0.05433101473684209
5000,0.0,1.0,0.0,-4746.411132203293,0.01922047965269862,0.0,0.051614463999999985
5250,0.0,1.0,0.0,-4996.411132203293,0.01825876537698494,0.0,0.049156632380952366
5500,0.0,1.0,0.0,-5246.411132203293,0.017388705591500832,0.0,0.04692223999999998
5750,0.0,1.0,0.0,-5496.411132203293,0.016597793795910205,0.0,0.04488214260869564
6000,0.0,1.0,0.0,-5746.411132203293,0.01587569989181696,0.0,0.04301205333333332
6250,0.0,1.0,0.0,-5996.411132203293,0.015213816494322848,0.0,0.04129157119999999
6500,0.0,1.0,0.0,-6246.411132203293,0.01460491419137131,0.0,0.03970343384615384
6750,0.0,1.0,0.0,-6496.411132203293,0.014042876402576916,0.0,0.03823293629629629
7000,0.0,1.0,0.0,-6746.411132203293,0.013522493189658542,0.0,0.036867474285714276
7250,0.0,1.0,0.0,-6996.411132203291,0.013039299273015456,0.0,0.035596182068965504
