t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0
250,0.5344,0.4656,0.0,33.35939817193868,0.47118081100517567,0.0,2.0508864000000004
500,0.5764,0.4236,0.0,25.728258669597942,0.48371615747134383,0.0,2.3526457600000006
750,0.6008,0.3992,0.0,20.489296626254294,0.4942033483496355,0.0,2.5010410666666676
1000,0.6068,0.3932,0.0,10.536698986609046,0.5195775132710526,0.0,2.5867187200000004
1250,0.6104,0.3896,0.0,-0.24285346832728538,0.5469359634395534,0.0,2.6433971200000017
1500,0.612,0.388,0.0,-10.10450181682663,0.569333541668555,0.0,2.683619413333336
1750,0.6128,0.3872,0.0,-22.521645055002324,0.5944278664523148,0.0,2.712350902857145
2000,0.6132,0.3868,0.0,-35.89896772433218,0.6180490919756908,0.0,2.7337464000000016
2250,0.6124,0.3876,0.0,-50.15296895711335,0.6390136538558886,0.0,2.7502466844444475
2500,0.6164,0.3836,0.0,-65.09788214838218,0.6591548546692619,0.0,2.763452032000004
2750,0.6136,0.3864,0.0,-78.23829814612404,0.6751200775375752,0.0,2.7749186327272763
3000,0.6112,0.3888,0.0,-92.63345805602962,0.6901877401634559,0.0,2.784112746666668
3250,0.6116,0.3884,0.0,-107.3134183143555,0.7042037839907203,0.0,2.791752861538464
3500,0.6148,0.3852,0.0,-121.223498066092,0.7157703788823492,0.0,2.798645120000001
3750,0.6156,0.3844,0.0,-133.74162451984867,0.7254915273079906,0.0,2.805134592000001
4000,0.6132,0.3868,0.0,-147.55579181922545,0.7353336363958373,0.0,2.810511279999999
4250,0.6136,0.3864,0.0,-161.61423689690605,0.7441968229234783,0.0,2.815238023529411
4500,0.6128,0.3872,0.0,-175.80481569833273,0.752295346591136,0.0,2.8194621155555537
4750,0.6148,0.3852,0.0,-190.12471410308476,0.759986778124406,0.0,2.8232350989473685
5000,0.616,0.384,0.0,-204.27145340534125,0.7670410940845805,0.0,2.8266737920000033
5250,0.614,0.386,0.0,-218.1668935828012,0.77346034954243,0.0,2.8298272914285745
5500,0.6132,0.3868,0.0,-232.2520230662779,0.7794687767658615,0.0,2.8326544290909146
5750,0.6168,0.3832,0.0,-245.85663473689965,0.7849416498001497,0.0,2.835335680000004
6000,0.6128,0.3872,0.0,-260.1713772872831,0.7903807183398929,0.0,2.83769370666667
6250,0.6156,0.3844,0.0,-274.71906621386887,0.7953631355233514,0.0,2.8398053376000014
6500,0.6148,0.3852,0.0,-289.41317850843075,0.7998455594910743,0.0,2.8417448861538475
6750,0.6132,0.3868,0.0,-303.8623288562565,0.804323849048715,0.0,2.8435937659259216
7000,0.6164,0.3836,0.0,-318.43492998219386,0.8083876924690326,0.0,2.8453005714285675
7250,0.614,0.386,0.0,-332.6386618582091,0.8122511907275805,0.0,2.8469473103448246
7500,0.6144,0.3856,0.0,-346.23747150958235,0.8158015906849692,0.0,2.8485660586666652
7750,0.616,0.384,0.0,-358.59573791725893,0.8189838087526875,0.0,2.8502543277419363
8000,0.6164,0.3836,0.0,-370.76074220930286,0.821949492493766,0.0,2.8518396399999997
8250,0.6168,0.3832,0.0,-382.765133136668,0.8248756135747968,0.0,2.853359864242425
8500,0.6156,0.3844,0.0,-395.25094557764066,0.8276270480521707,0.0,2.854718418823528
8750,0.6168,0.3832,0.0,-407.43743326203156,0.8302463947858044,0.0,2.8560447268571405
9000,0.6144,0.3856,0.0,-420.34856090177857,0.8328545925406722,0.0,2.857205724444442
9250,0.612,0.388,0.0,-434.0413645523106,0.8353131827924227,0.0,2.8582151610810786
9500,0.6132,0.3868,0.0,-447.6129426016569,0.8377771995431083,0.0,2.8591894905263153
9750,0.6156,0.3844,0.0,-461.49811366925053,0.8399476884276358,0.0,2.8600839220512824
10000,0.6144,0.3856,0.0,-475.5186264903739,0.8423761670037696,0.0,2.8609181119999993
10250,0.6152,0.3848,0.0,-482.4814021490611,0.8430195647759418,0.0,2.861697248780486
10500,0.6148,0.3852,0.0,-488.1346264224872,0.8434853820562718,0.0,2.86240088380952
10750,0.6132,0.3868,0.0,-492.59039295484433,0.8438965571952535,0.0,2.8631383516278976
11000,0.6156,0.3844,0.0,-495.41064584805986,0.8441192822804594,0.0,2.8639895854545383
11250,0.6156,0.3844,0.0,-497.9529237049034,0.8444597043155634,0.0,2.8648184888888797
11500,0.6144,0.3856,0.0,-501.11776003332494,0.8448402093259382,0.0,2.865528431304336
11750,0.6144,0.3856,0.0,-505.0720899462986,0.8449939774646974,0.0,2.866116602553181
12000,0.6148,0.3852,0.0,-509.18763309792837,0.8453097575703554,0.0,2.8666712799999896
12250,0.616,0.384,0.0,-512.742512480605,0.8455347833671619,0.0,2.8672476734693815
12500,0.6156,0.3844,0.0,-513.901526569454,0.8456193234183612,0.0,2.8679828991999954
12750,0.6148,0.3852,0.0,-515.4360127213723,0.8458949745807054,0.0,2.8686539796078376
13000,0.616,0.384,0.0,-518.1450901827758,0.8460958615172549,0.0,2.8691957907692247
13250,0.6152,0.3848,0.0,-520.4568605898188,0.8460007423769584,0.0,2.8697522233962194
