t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.9196,0.0804,0.0,93.78864090089354,0.01963316556059722,0.0,3.5967392,0.0,9403.0,9403.0,3.5967392
500,0.922,0.078,0.0,93.84539679671768,0.01927084051653227,0.0,3.6761736,0.0,9411.0,9411.0,3.6761736
750,0.956,0.044,0.0,94.81171366372841,0.011228637405525592,0.0,3.7319541333333333,0.0,9668.0,9668.0,3.7319541333333333
1000,0.9628,0.0372,0.0,94.99337976065036,0.009596570425549684,0.0,3.7676672,0.0,9717.0,9717.0,3.7676672
1250,0.9716,0.0284,0.0,95.22930427831328,0.007402725464564984,0.0,3.79574496,0.0,9788.0,9788.0,3.79574496
1500,0.9712,0.0288,0.0,95.22470634098994,0.007441033596594534,0.0,3.8154874666666667,0.0,9784.0,9784.0,3.8154874666666667
1750,0.9728,0.0272,0.0,95.26799765677049,0.007059018682277791,0.0,3.830081142857143,0.0,9796.0,9796.0,3.830081142857143
2000,0.9732,0.0268,0.0,95.27321785096235,0.007013754945274704,0.0,3.8412032,0.0,9800.0,9800.0,3.8412032
2250,0.9732,0.0268,0.0,95.26904423096312,0.007050524619858952,0.0,3.849841777777778,0.0,9800.0,9800.0,3.849841777777778
2500,0.9728,0.0272,0.0,95.2661172268675,0.007075472710777787,0.0,3.856752,0.0,9796.0,9796.0,3.856752
2750,0.9728,0.0272,0.0,95.27331605796844,0.007013038817472798,0.0,3.8624075636363635,0.0,9796.0,9796.0,3.8624075636363635
3000,0.9728,0.0272,0.0,95.2748801844729,0.006999813611818483,0.0,3.8671249333333333,0.0,9796.0,9796.0,3.8671249333333333
3250,0.9728,0.0272,0.0,95.2697040776148,0.007045081973752745,0.0,3.871102523076923,0.0,9796.0,9796.0,3.871102523076923
3500,0.9728,0.0272,0.0,95.26702898062821,0.007067510370193279,0.0,3.874516114285714,0.0,9796.0,9796.0,3.874516114285714
3750,0.9728,0.0272,0.0,95.26976279973046,0.007044333038207357,0.0,3.8774770133333334,0.0,9796.0,9796.0,3.8774770133333334
4000,0.9728,0.0272,0.0,95.27699511685717,0.0069813036580565,0.0,3.8800659,0.0,9796.0,9796.0,3.8800659
4250,0.9728,0.0272,0.0,95.26710088918213,0.007067061459656629,0.0,3.8823491764705884,0.0,9796.0,9796.0,3.8823491764705884
4500,0.9744,0.0256,0.0,95.31106791430516,0.006675736466178357,0.0,3.8845152,0.0,9812.0,9812.0,3.8845152
4750,0.9752,0.0248,0.0,95.32334166605679,0.006567996268234655,0.0,3.886581052631579,0.0,9816.0,9816.0,3.886581052631579
5000,0.9748,0.0252,0.0,95.31283035101005,0.00666008495415189,0.0,3.88843376,0.0,9812.0,9812.0,3.88843376
5250,0.9744,0.0256,0.0,95.30993429804685,0.006685483479421071,0.0,3.8901142095238095,0.0,9808.0,9808.0,3.8901142095238095
5500,0.9744,0.0256,0.0,95.31868750328083,0.006608154211114118,0.0,3.891646690909091,0.0,9808.0,9808.0,3.891646690909091
5750,0.9744,0.0256,0.0,95.31231536183162,0.006664597527868187,0.0,3.8930377739130435,0.0,9808.0,9808.0,3.8930377739130435
6000,0.9744,0.0256,0.0,95.31367239704872,0.006653171063433318,0.0,3.8943108,0.0,9808.0,9808.0,3.8943108
6250,0.9744,0.0256,0.0,95.3142936488332,0.006647617717020022,0.0,3.8954896,0.0,9812.0,9812.0,3.8954896
6500,0.9744,0.0256,0.0,95.31365305773078,0.006653550420766273,0.0,3.896574030769231,0.0,9812.0,9812.0,3.896574030769231
6750,0.9744,0.0256,0.0,95.31626816227741,0.006629215783123549,0.0,3.8975810962962965,0.0,9808.0,9808.0,3.8975810962962965
7000,0.9748,0.0252,0.0,95.31612926885715,0.0066319849146499405,0.0,3.8985122285714287,0.0,9816.0,9816.0,3.8985122285714287
7250,0.9744,0.0256,0.0,95.3157762842233,0.006634035560224769,0.0,3.899378924137931,0.0,9808.0,9808.0,3.899378924137931
7500,0.9748,0.0252,0.0,95.31321443585655,0.0066567526993796065,0.0,3.90018992,0.0,9812.0,9812.0,3.90018992
7750,0.9744,0.0256,0.0,95.31569311855635,0.006635466925972418,0.0,3.900947870967742,0.0,9808.0,9808.0,3.900947870967742
8000,0.9744,0.0256,0.0,95.31624575488752,0.006630913820217747,0.0,3.90165825,0.0,9808.0,9808.0,3.90165825
8250,0.9744,0.0256,0.0,95.31090021777467,0.006676698233943294,0.0,3.902327127272727,0.0,9808.0,9808.0,3.902327127272727
8500,0.9744,0.0256,0.0,95.31587524889703,0.00663273874516277,0.0,3.9029558588235296,0.0,9808.0,9808.0,3.9029558588235296
8750,0.9748,0.0252,0.0,95.31513576595957,0.006640408910022573,0.0,3.9035496228571427,0.0,9812.0,9812.0,3.9035496228571427
9000,0.9748,0.0252,0.0,95.31184915784975,0.00666900504006458,0.0,3.904107022222222,0.0,9812.0,9812.0,3.904107022222222
9250,0.9744,0.0256,0.0,95.31650154670484,0.00662804377608219,0.0,3.9046374054054054,0.0,9808.0,9808.0,3.9046374054054054
9500,0.9744,0.0256,0.0,95.3119754956013,0.006667220828464017,0.0,3.905139831578947,0.0,9808.0,9808.0,3.905139831578947
9750,0.9744,0.0256,0.0,95.3163850286628,0.006628776280381921,0.0,3.905615507692308,0.0,9812.0,9812.0,3.905615507692308
