t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.9236,0.0764,0.0,93.90023590867081,0.018780343647066412,0.0002736,3.5997456,0.0,9428.0,9428.0,3.599472
500,0.9256,0.0744,0.0,93.98697139036753,0.01807599302763524,0.0001368,3.6839256,0.0,9440.0,9440.0,3.6837888
750,0.9624,0.0376,0.0,94.99715852460602,0.009519455545475565,9.12e-05,3.7385306666666667,0.0,9721.0,9721.0,3.7384394666666667
1000,0.9712,0.0288,0.0,95.22499615742895,0.00743879396973556,6.84e-05,3.7807104,0.0,9784.0,9784.0,3.780642
1250,0.9712,0.0288,0.0,95.23958495219239,0.007310051015170414,5.472e-05,3.80742336,0.0,9784.0,9784.0,3.80736864
1500,0.9728,0.0272,0.0,95.27080319365456,0.007035075346851438,4.56e-05,3.8254224,0.0,9796.0,9796.0,3.8253768
1750,0.9732,0.0268,0.0,95.26772629264983,0.00706154462869234,3.9085714285714285e-05,3.838778057142857,0.0,9796.0,9796.0,3.8387389714285716
2000,0.9728,0.0272,0.0,95.26641710627023,0.007072943322574721,3.42e-05,3.848793,0.0,9796.0,9796.0,3.8487588
2250,0.9732,0.0268,0.0,95.2697951654399,0.007044145462655493,3.04e-05,3.856588088888889,0.0,9800.0,9800.0,3.856557688888889
2500,0.9728,0.0272,0.0,95.26968955392309,0.007045088587976401,2.736e-05,3.86280848,0.0,9796.0,9796.0,3.86278112
2750,0.9728,0.0272,0.0,95.2727746442862,0.0070183699891899305,2.4872727272727272e-05,3.867916218181818,0.0,9796.0,9796.0,3.8678913454545456
3000,0.9728,0.0272,0.0,95.26711429915551,0.0070670342507318995,2.28e-05,3.8721597333333335,0.0,9796.0,9796.0,3.8721369333333335
3250,0.9744,0.0256,0.0,95.31142914876162,0.006672503865278607,2.1046153846153846e-05,3.8760945230769233,0.0,9808.0,9808.0,3.876073476923077
3500,0.9748,0.0252,0.0,95.31748410575902,0.0066197268382848316,1.9542857142857143e-05,3.879501142857143,0.0,9812.0,9812.0,3.8794816
3750,0.9744,0.0256,0.0,95.30993028704181,0.006685192697949358,1.824e-05,3.8824446933333334,0.0,9808.0,9808.0,3.8824264533333332
4000,0.9744,0.0256,0.0,95.31028352079777,0.006682418510062558,1.71e-05,3.8850205,0.0,9808.0,9808.0,3.8850034
4250,0.9744,0.0256,0.0,95.31389823380448,0.006650787091888936,1.6094117647058825e-05,3.8873088,0.0,9812.0,9812.0,3.887292705882353
4500,0.9744,0.0256,0.0,95.31113193443359,0.006675131127939774,1.52e-05,3.8893287111111112,0.0,9808.0,9808.0,3.8893135111111112
4750,0.9748,0.0252,0.0,95.31247048723502,0.006663595524327823,1.44e-05,3.8911355789473685,0.0,9812.0,9812.0,3.8911211789473685
5000,0.9748,0.0252,0.0,95.31265692014185,0.006662052751514193,1.368e-05,3.89276216,0.0,9808.0,9808.0,3.89274848
5250,0.9744,0.0256,0.0,95.31187912221566,0.006667865427163103,1.3028571428571429e-05,3.894239314285714,0.0,9808.0,9808.0,3.8942262857142858
5500,0.9744,0.0256,0.0,95.31582022830239,0.006634525245087217,1.2436363636363636e-05,3.895580218181818,0.0,9808.0,9808.0,3.895567781818182
5750,0.9744,0.0256,0.0,95.31522930445556,0.006639853491792552,1.1895652173913044e-05,3.8967997217391304,0.0,9816.0,9816.0,3.8967878260869564
6000,0.9748,0.0252,0.0,95.31608126045393,0.006632246000177034,1.14e-05,3.8979223333333333,0.0,9812.0,9812.0,3.8979109333333333
6250,0.9744,0.0256,0.0,95.31388583529171,0.0066510799377694895,1.0944e-05,3.89895552,0.0,9808.0,9808.0,3.898944576
6500,0.9744,0.0256,0.0,95.30964480646361,0.006687968293212889,1.0523076923076923e-05,3.8999044307692308,0.0,9808.0,9808.0,3.8998939076923076
6750,0.9752,0.0248,0.0,95.31769649120571,0.006616822262928564,1.0133333333333333e-05,3.9007934814814815,0.0,9808.0,9808.0,3.900783348148148
7000,0.9744,0.0256,0.0,95.31002396308705,0.0066845075308505095,9.771428571428571e-06,3.9016129142857143,0.0,9808.0,9808.0,3.9016031428571427
