t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.4068,0.5932,0.0,76.08962596002237,0.04815389420139897,0.0031536,1.8488045120000005,0.0,4529.36,4529.36,1.8456509120000004
500,0.4036,0.5964,0.0,76.7555348593001,0.04309192975560674,0.0015768,1.840399824,0.0,4634.44,4634.44,1.8388230239999999
750,0.3656,0.6344,0.0,75.7315109900922,0.04715470897488471,0.0010512,1.8300287040000005,0.0,4393.52,4393.52,1.8289775040000005
1000,0.3848,0.6152,0.0,76.2582492637835,0.04449291784925839,0.0007884,1.8354494320000003,0.0,4388.0,4388.0,1.8346610320000003
1250,0.392,0.608,0.0,76.24149801433427,0.0483040209783548,0.00063072,1.8306971839999986,0.0,4812.24,4812.24,1.8300664639999986
1500,0.3564,0.6436,0.0,75.7621288006757,0.04470473678058518,0.0005256,1.830187727999999,0.0,4039.7599999999998,4039.7599999999998,1.829662127999999
1750,0.398,0.602,0.0,75.70036648828983,0.0555403108904374,0.00045051428571428573,1.8324370057142836,0.0,4721.279999999999,4721.279999999999,1.8319864914285693
2000,0.404,0.596,0.0,75.90670565108326,0.04743158862415164,0.0003942,1.8354981479999986,0.0,4578.359999999999,4578.359999999999,1.8351039479999987
2250,0.4156,0.5844,0.0,76.96187295675932,0.04457046446680416,0.0003504,1.8360541617777784,0.0,4941.08,4941.08,1.8357037617777785
2500,0.4116,0.5884,0.0,76.6877526503891,0.042309034679097315,0.00031536,1.8392594592000002,0.0,4680.199999999999,4680.199999999999,1.8389440992000001
2750,0.4228,0.5772,0.0,77.22342301401021,0.042797819493750645,0.0002866909090909091,1.8417686545454537,0.0,5114.76,5114.76,1.8414819636363629
3000,0.372,0.628,0.0,76.21362169828757,0.04836655185181051,0.0002628,1.8401721519999987,0.0,4508.199999999999,4508.199999999999,1.839909351999999
