t,frac_C,frac_D,frac_L,avg_res,gini,cum_sigma_hat,cum_output_hat,per_sigma,per_output,per_net,cum_net_hat
0,0.5,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.9256,0.0744,0.0,93.72335999715631,0.01878079865262851,1.6e-05,3.666598400000017,0.0,9367.6,9367.6,3.666582400000017
500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,8e-06,3.7068192000000098,0.0,9367.6,9367.6,3.7068112000000095
750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.333333333333334e-06,3.72022613333329,0.0,9367.6,9367.6,3.720220799999957
1000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,4e-06,3.726929599999931,0.0,9367.6,9367.6,3.7269255999999307
1250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,3.2e-06,3.7309516799999147,0.0,9367.6,9367.6,3.7309484799999146
1500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,2.666666666666667e-06,3.7336330666665707,0.0,9367.6,9367.6,3.733630399999904
1750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,2.2857142857142856e-06,3.7355483428570393,0.0,9367.6,9367.6,3.735546057142754
2000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,2e-06,3.7369847999999664,0.0,9367.6,9367.6,3.7369827999999665
2250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.7777777777777777e-06,3.738102044444481,0.0,9367.6,9367.6,3.738100266666703
2500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.6e-06,3.738995840000092,0.0,9367.6,9367.6,3.738994240000092
2750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.4545454545454546e-06,3.7397271272728654,0.0,9367.6,9367.6,3.739725672727411
3000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.3333333333333334e-06,3.7403365333335095,0.0,9367.6,9367.6,3.7403352000001764
3250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.2307692307692308e-06,3.7408521846155933,0.0,9367.6,9367.6,3.7408509538463623
3500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.1428571428571428e-06,3.741294171428808,0.0,9367.6,9367.6,3.741293028571665
3750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1.0666666666666667e-06,3.7416772266669267,0.0,9367.6,9367.6,3.7416761600002597
4000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,1e-06,3.742012400000281,0.0,9367.6,9367.6,3.742011400000281
4250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,9.411764705882353e-07,3.74230814117677,0.0,9367.6,9367.6,3.7423072000002993
4500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,8.888888888888889e-07,3.7425710222225383,0.0,9367.6,9367.6,3.742570133333649
4750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,8.421052631578948e-07,3.742806231579278,0.0,9367.6,9367.6,3.742805389474015
5000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,8e-07,3.743017920000344,0.0,9367.6,9367.6,3.743017120000344
5250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,7.619047619047619e-07,3.7432094476194036,0.0,9367.6,9367.6,3.7432086857146416
5500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,7.272727272727273e-07,3.7433835636367303,0.0,9367.6,9367.6,3.7433828363640034
5750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,6.956521739130435e-07,3.7435425391308117,0.0,9367.6,9367.6,3.7435418434786376
6000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,6.666666666666667e-07,3.7436882666670526,0.0,9367.6,9367.6,3.743687600000386
6250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,6.4e-07,3.7438223360003944,0.0,9367.6,9367.6,3.7438216960003943
6500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,6.153846153846154e-07,3.7439460923080943,0.0,9367.6,9367.6,3.743945476923479
6750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.925925925925926e-07,3.7440606814818906,0.0,9367.6,9367.6,3.7440600888892983
7000,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.714285714285714e-07,3.7441670857147016,0.0,9367.6,9367.6,3.7441665142861305
7250,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.517241379310345e-07,3.744266151724527,0.0,9367.6,9367.6,3.744265600000389
7500,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.333333333333333e-07,3.7443586133336297,0.0,9367.6,9367.6,3.7443580800002962
7750,0.9256,0.0744,0.0,93.72335999999994,0.018780798639741483,5.161290322580646e-07,3.7444451096776294,0.0,9367.6,9367.6,3.744444593548597
